ano,periodo,cursoNome,cursoCodigo,turno,polo,ingressantes,cancelados
2009,1,Lic em Letras: Português-Italiano,3304031100,Integral,Praia Vermelha,0,6
2009,1,Lic em Letras: Português-Japonês,3304031200,Integral,Praia Vermelha,0,3
2009,1,Lic em Letras: Portugues-Latim,3304030200,Integral,Praia Vermelha,1,3
2009,1,Lic em Letras: Português-Lit. de Língua Port.,3304030100,Integral,Praia Vermelha,0,6
2009,1,Lic em Química - Hab: Bacharelado em Química,3104010201,Noite,Cidade Universitária,0,1
2009,1,Licenciatura em Ciências Biológicas,3519010200,Integral,Cidade Universitária,6,1
2009,1,Licenciatura em Ciências Biológicas,3519010200,Noite,Cidade Universitária,79,11
2009,1,Licenciatura em Ciências Biológicas - EAD,3519010800,Não se aplica,Angra dos Reis - EAD,46,7
2009,1,Licenciatura em Ciências Biológicas - EAD,3519010800,Não se aplica,Campo Grande - EAD,45,4
2009,1,Licenciatura em Ciências Biológicas - EAD,3519010800,Não se aplica,Duque de Caxias - EAD,49,5
2009,1,Licenciatura em Ciências Biológicas - EAD,3519010800,Não se aplica,Nova Iguaçu - EAD,45,3
2009,1,Licenciatura em Ciências Biológicas - EAD,3519010800,Não se aplica,Piraí - EAD,40,2
2009,1,Licenciatura em Ciências Biológicas - EAD,3519010800,Não se aplica,Três Rios - EAD,46,1
2009,1,Licenciatura em Ciências Biológicas - EAD,3519010800,Não se aplica,Volta Redonda - EAD,47,1
2009,1,Licenciatura em Ciências Biológicas - M,3803010100,Noite,Campus UFRJ - Macaé,30,10
2009,1,Licenciatura em Ciências Sociais,3301040000,Noite,LARGO SÃO FRANCISCO,58,0
2009,1,Licenciatura em Ciências Sociais,3304040000,Integral,Praia Vermelha,8,8
2009,1,Licenciatura em Ed Artística - Artes Plast,3202070200,Integral,Cidade Universitária,29,18
2009,1,Licenciatura em Ed Artística - Desenho,3202070100,Integral,Cidade Universitária,17,11
2009,1,Licenciatura em Educação Física,3518010200,Integral,Cidade Universitária,101,31
2009,1,Licenciatura em Enfermagem,3304070000,Integral,Praia Vermelha,5,33
2009,1,Licenciatura em Filosofia,3301020300,Integral,Praia Vermelha,1,0
2009,1,Licenciatura em Filosofia,3304050000,Integral,Praia Vermelha,4,8
2009,1,Licenciatura em Física,3103010200,Integral,Cidade Universitária,0,1
2009,1,Licenciatura em Física,3103010200,Noite,Cidade Universitária,43,28
2009,1,Licenciatura em Física - EAD,3103010400,Não se aplica,Angra dos Reis - EAD,29,1
2009,1,Licenciatura em Física - EAD,3103010400,Não se aplica,Campo Grande - EAD,42,8
2009,1,Licenciatura em Física - EAD,3103010400,Não se aplica,Duque de Caxias - EAD,42,3
2009,1,Licenciatura em Física - EAD,3103010400,Não se aplica,Itaperuna - EAD,31,2
2009,1,Licenciatura em Física - EAD,3103010400,Não se aplica,Macaé - EAD,31,0
2009,1,Licenciatura em Física - EAD,3103010400,Não se aplica,Nova Iguaçu - EAD,40,3
2009,1,Licenciatura em Física - EAD,3103010400,Não se aplica,Paracambi - EAD,34,2
2009,1,Licenciatura em Física - EAD,3103010400,Não se aplica,Três Rios - EAD,24,0
2009,1,Licenciatura em Física - EAD,3103010400,Não se aplica,Volta Redonda - EAD,32,1
2009,1,Licenciatura em Geografia,3105010200,Noite,Cidade Universitária,3,2
2009,1,Licenciatura em História,3304060000,Integral,Praia Vermelha,3,1
2009,1,Licenciatura em História,3304060000,Noite,Praia Vermelha,1,1
2009,1,Licenciatura em Matemática,3101010200,Integral,Cidade Universitária,2,2
2009,1,Licenciatura em Matemática,3101010200,Noite,Cidade Universitária,65,39
2009,1,Licenciatura em Música,3203019900,Integral,Escola de Música,31,16
2009,1,Licenciatura em Psicologia,3302010300,Integral,Praia Vermelha,4,19
2009,1,Licenciatura em Química,3104010200,Noite,Cidade Universitária,42,14
2009,1,Licenciatura em Química - EAD,3104010300,Não se aplica,Angra dos Reis - EAD,9,0
2009,1,Licenciatura em Química - EAD,3104010300,Não se aplica,Piraí - EAD,2,0
2009,1,Licenciatura em Química - M,3803020000,Noite,Campus UFRJ - Macaé,18,2
2009,1,Licenciatura em Química - M,3803020000,Noite,Cidade Universitária,2,0
2009,1,Matemática,3101010100,Integral,Cidade Universitária,2,20
2009,1,Matemática (Básico),3101010000,Integral,Cidade Universitária,34,0
2009,1,Matemática Aplicada,3101050000,Integral,Cidade Universitária,19,9
2009,1,Medicina,3501010000,Integral,Cidade Universitária,97,6
2009,1,Meteorologia,3105040000,Integral,Cidade Universitária,25,15
2009,1,Música - Canto,3203010300,Integral,Escola de Música,8,2
2009,1,Musica - Clarineta,3203010400,Integral,Escola de Música,6,0
2009,1,Música - Composição,3203011300,Integral,Escola de Música,7,3
2009,1,Música - Contrabaixo,3203010900,Integral,Escola de Música,1,1
2009,1,Música - Flauta,3203010600,Integral,Escola de Música,1,1
2009,1,Música - Oboé,3203011600,Integral,Escola de Música,1,2
2009,1,Música - Órgão,3203011200,Integral,Escola de Música,0,1
2009,1,Música - Piano,3203010100,Integral,Escola de Música,10,4
2009,1,Música - Regência,3203011500,Integral,Escola de Música,3,3
2009,1,Música - Saxofone,3203012100,Integral,Escola de Música,1,1
2009,1,Música - Trombone,3203010800,Integral,Escola de Música,1,1
2009,1,Música - Trompa,3203010700,Integral,Escola de Música,2,1
2009,1,Música - Trompete,3203010500,Integral,Escola de Música,3,2
2009,1,Música - Tuba,3203012000,Integral,Escola de Música,1,0
2009,1,Música - Viola,3203011400,Integral,Escola de Música,0,1
2009,1,Música - Violão,3203011800,Integral,Escola de Música,8,3
2009,1,Música - Violino,3203010200,Integral,Escola de Música,4,3
2009,1,Música - Violoncelo,3203011000,Integral,Escola de Música,1,1
2009,1,Nutrição,3507010000,Integral,Cidade Universitária,49,10
2009,1,Odontologia,3502010000,Integral,Cidade Universitária,44,9
2009,1,Pedagogia,3304080000,Noite,Praia Vermelha,5,3
2009,1,Pedagogia,3304080000,Tarde,Praia Vermelha,61,11
2009,1,Pedagogia (Básico),3304010000,Tarde,Praia Vermelha,0,11
2009,1,Pedagogia - Hab. Mag Disc Pedag Curso Normal,3304011000,Tarde,Praia Vermelha,0,2
2009,1,Pedagogia - Hab. Mag Educação Infantil,3304010900,Tarde,Praia Vermelha,0,5
2009,1,Pedagogia - Hab. Mag Sér Inic Ens Fund,3304010800,Tarde,Praia Vermelha,0,3
2009,1,Pintura,3202020000,Integral,Cidade Universitária,26,11
2009,1,Química - Atribuições Tecnológicas,3104010100,Integral,Cidade Universitária,54,15
2009,1,Química Industrial,3602010200,Integral,Cidade Universitária,23,6
2009,1,Relações Internacionais,7201010000,Noite,Cidade Universitária,60,0
2009,1,Saúde Coletiva,3522010000,Integral,Cidade Universitária,34,0
2009,1,Serviço Social,3306010000,Integral,Praia Vermelha,60,17
2009,1,Serviço Social,3306010000,Noite,Praia Vermelha,48,7
2009,2,Administração,3407010000,Tarde e Noite,Praia Vermelha,87,12
2009,2,Arquitetura e Urbanismo,3201010000,Integral,Cidade Universitária,155,35
2009,2,Artes Cênicas - Cenografia,3202050200,Integral,Cidade Universitária,9,9
2009,2,Artes Cênicas - Direção Teatral,3303020000,Noite,Praia Vermelha,0,3
2009,2,Artes Cênicas - Indumentária,3202050100,Integral,Cidade Universitária,11,9
2009,2,Astronomia,3108010100,Integral,Observatório do Valongo,0,4
2009,2,Bac em Letras: Português-Alemão,3204010800,Integral,Cidade Universitária,20,11
2009,2,Bac em Letras: Português-Árabe,3204011000,Integral,Cidade Universitária,0,4
2009,2,Bac em Letras: Português-Espanhol,3204010500,Integral,Cidade Universitária,29,6
2009,2,Bac em Letras: Português-Francês,3204010600,Integral,Cidade Universitária,31,20
2009,2,Bac em Letras: Português-Grego,3204010300,Integral,Cidade Universitária,14,5
2009,2,Bac em Letras: Português-Hebraico,3204010400,Integral,Cidade Universitária,0,5
2009,2,Bac em Letras: Português-Inglês,3204010700,Integral,Cidade Universitária,62,23
2009,2,Bac em Letras: Português-Italiano,3204011100,Integral,Cidade Universitária,19,15
2009,2,Bac em Letras: Português-Japonês,3204011200,Integral,Cidade Universitária,0,4
2009,2,Bac em Letras: Português-Latim,3204010200,Integral,Cidade Universitária,27,13
2009,2,Bac em Letras: Português-Lit. de Língua Port.,3204010100,Integral,Cidade Universitária,81,33
2009,2,Bac em Letras: Português-Russo,3204010900,Integral,Cidade Universitária,0,2
2009,2,Bach em Ciências Matemáticas e da Terra,3171010000,Integral,Cidade Universitária,0,3
2009,2,Bacharelado em Ciência da Computação,3101070000,Integral,Cidade Universitária,49,30
2009,2,Bacharelado em Psicologia,3302010100,Integral,Praia Vermelha,82,27
2009,2,Ciências Atuariais,3101030000,Integral,Cidade Universitária,0,3
2009,2,Ciências Atuariais,3101060100,Integral,Cidade Universitária,3,0
2009,2,Ciências Atuariais / Estatística (Básico),3101060000,Integral,Cidade Universitária,0,6
2009,2,Ciências Biológicas (Básico),3519010000,Integral,Cidade Universitária,59,9
2009,2,Ciências Biológicas - Biologia Marinha,3519010300,Integral,Cidade Universitária,1,0
2009,2,Ciências Biológicas - Ecologia,3519010400,Integral,Cidade Universitária,0,1
2009,2,Ciências Biológicas - Modalidade Médica,3505010000,Integral,Cidade Universitária,42,1
2009,2,Ciências Biológicas: Biofísica,3505020000,Integral,Cidade Universitária,0,3
2009,2,Ciências Biológicas: Biofísica,3505020000,Integral,Polo de Xerém,1,0
2009,2,Ciências Biológicas: Biofísica - X,3903010000,Integral,Polo de Xerém,24,6
2009,2,Ciências Biológicas: Microbiol e Imunologia,3506020000,Integral,Cidade Universitária,0,2
2009,2,Ciências Contábeis,3407020000,Noite,Praia Vermelha,76,26
2009,2,Ciências Econômicas,3406010000,Integral,Praia Vermelha,86,30
2009,2,Ciências Sociais,3301010100,Integral,LARGO SÃO FRANCISCO,76,44
2009,2,Composição de Interior,3202060000,Integral,Cidade Universitária,15,4
2009,2,Composição Paisagística,3202040000,Integral,Cidade Universitária,10,5
2009,2,Comunicação Social (Básico),3303010000,Integral,Praia Vermelha,126,19
2009,2,Comunicação Social (Básico),3303010000,Noite,Praia Vermelha,1,0
2009,2,Comunicação Social - Jornalismo,3303010100,Integral,Praia Vermelha,1,6
2009,2,Comunicação Social - Produção Editorial,3303010300,Integral,Praia Vermelha,7,3
2009,2,Comunicação Social - Public e Propaganda,3303010200,Integral,Praia Vermelha,0,3
2009,2,Comunicação Social - Radialismo,3303010400,Noite,Praia Vermelha,0,8
2009,2,Comunicação Visual Design,3202100000,Integral,Cidade Universitária,37,1
2009,2,Dança,3518020000,Noite,Cidade Universitária,19,3
2009,2,Desenho Industrial - Programação Visual,3202080200,Integral,Cidade Universitária,0,3
2009,2,Desenho Industrial - Projeto do Produto,3202080100,Integral,Cidade Universitária,25,8
2009,2,Direito,3401010000,Manhã,Faculdade de Direito,89,16
2009,2,Direito,3401010000,Noite,Faculdade de Direito,96,31
2009,2,Direito,3401010000,Tarde,Faculdade de Direito,74,17
2009,2,Educação Física,3518010100,Integral,Cidade Universitária,40,8
2009,2,Educação Física,3518010100,Noite,Cidade Universitária,28,18
2009,2,Enfermagem e Obstetrícia,3504010100,Integral,Cidade Universitária,72,14
2009,2,Enfermagem e Obstetrícia - M,3803040000,Integral,Campus UFRJ - Macaé,18,2
2009,2,Eng Civil - Ênf em Construção Civil,3601010101,Integral,Cidade Universitária,0,1
2009,2,Eng Civil - Ênf em Recursos Hídricos,3601010107,Integral,Cidade Universitária,0,1
2009,2,Engenharia (Ciclo Básico),3601011400,Integral,Cidade Universitária,1,1
2009,2,Engenharia Ambiental,3601011000,Integral,Cidade Universitária,5,5
2009,2,Engenharia Civil,3601010100,Integral,Cidade Universitária,72,24
2009,2,Engenharia de Alimentos,3602010300,Integral,Cidade Universitária,23,4
2009,2,Engenharia de Bioprocessos,3602010400,Integral,Cidade Universitária,20,3
2009,2,Engenharia de Computação e Informação,3601012000,Integral,Cidade Universitária,1,4
2009,2,Engenharia de Controle e Automação,3601013000,Integral,Cidade Universitária,0,4
2009,2,Engenharia de Materiais,3601010800,Integral,Cidade Universitária,1,10
2009,2,Engenharia de Petróleo,3601014000,Integral,Cidade Universitária,5,1
2009,2,Engenharia de Produção,3601010700,Integral,Cidade Universitária,50,13
2009,2,Engenharia Elétrica,3601011500,Integral,Cidade Universitária,51,11
2009,2,Engenharia Elétrica: Ênfase em Eletrônica,3601010300,Integral,Cidade Universitária,0,2
2009,2,Engenharia Eletrônica e de Computação,3601010900,Integral,Cidade Universitária,52,21
2009,2,Engenharia Mecânica,3601010400,Integral,Cidade Universitária,66,25
2009,2,Engenharia Mecânica: Enf. em Mecânica,3601010404,Integral,Cidade Universitária,0,1
2009,2,Engenharia Metalúrgica,3601010500,Integral,Cidade Universitária,3,5
2009,2,Engenharia Naval,3601010600,Integral,Cidade Universitária,0,4
2009,2,Engenharia Naval e Oceânica,3601011600,Integral,Cidade Universitária,36,12
2009,2,Engenharia Química,3602010100,Integral,Cidade Universitária,63,19
2009,2,Escola de Química (Ciclo Básico),3602010000,Integral,Cidade Universitária,1,14
2009,2,Escultura,3202030000,Integral,Cidade Universitária,0,5
2009,2,Estatística,3101060200,Integral,Cidade Universitária,3,2
2009,2,Farmácia,3503020000,Integral,Cidade Universitária,72,8
2009,2,Farmácia - Farm Bioq: Análise de Alimentos,3503010202,Integral,Cidade Universitária,0,4
2009,2,Farmácia - Farm Bioq: Análises Clínicas,3503010201,Integral,Cidade Universitária,0,10
2009,2,Farmácia - Farmacêutico,3503010000,Integral,Cidade Universitária,1,3
2009,2,Farmácia - Farmacêutico Industrial,3503010100,Integral,Cidade Universitária,1,18
2009,2,Farmácia - M,3803030000,Noite,Campus UFRJ - Macaé,25,6
2009,2,Filosofia,3301020100,Integral,LARGO SÃO FRANCISCO,0,37
2009,2,Filosofia,3301020200,Integral,Instituto de Filosofia e Ciências Sociais,23,0
2009,2,Filosofia (Básico),3301020000,Integral,Instituto de Filosofia e Ciências Sociais,41,1
2009,2,Física,3103010100,Integral,Cidade Universitária,3,15
2009,2,Física - Habilitação: Física Médica,3103010300,Integral,Cidade Universitária,1,3
2009,2,Fisioterapia,3501020000,Integral,Cidade Universitária,45,8
2009,2,Fonoaudiologia,3501030000,Integral,Cidade Universitária,44,7
2009,2,Formação de Psicólogo,3302010200,Integral,Praia Vermelha,0,3
2009,2,Geografia,3105010100,Integral,Cidade Universitária,2,8
2009,2,Geografia,3105010100,Noite,Cidade Universitária,0,3
2009,2,Geologia,3105030000,Integral,Cidade Universitária,1,7
2009,2,Gravura,3202010000,Integral,Cidade Universitária,1,7
2009,2,História,3301030100,Integral,LARGO SÃO FRANCISCO,48,14
2009,2,História,3301030100,Noite,Instituto de História,1,0
2009,2,História,3301030100,Noite,LARGO SÃO FRANCISCO,46,17
2009,2,História da Arte,3202090000,Integral,Cidade Universitária,35,0
2009,2,Lic em Letras: Português-Alemão,3304030800,Integral,Praia Vermelha,0,2
2009,2,Lic em Letras: Português-Árabe,3304031000,Integral,Praia Vermelha,0,1
2009,2,Lic em Letras: Português-Espanhol,3304030500,Integral,Praia Vermelha,1,1
2009,2,Lic em Letras: Português-Francês,3304030600,Integral,Praia Vermelha,0,5
2009,2,Lic em Letras: Português-Grego,3304030300,Integral,Praia Vermelha,0,1
2009,2,Lic em Letras: Português-Inglês,3304030700,Integral,Praia Vermelha,1,6
2009,2,Lic em Letras: Português-Italiano,3304031100,Integral,Praia Vermelha,0,3
2009,2,Lic em Letras: Portugues-Latim,3304030200,Integral,Praia Vermelha,0,3
2009,2,Lic em Letras: Português-Lit. de Língua Port.,3304030100,Integral,Praia Vermelha,2,5
2009,2,Lic em Letras: Português-Russo,3304030900,Integral,Praia Vermelha,0,2
2009,2,Lic em Química - Hab: Bacharelado em Química,3104010201,Noite,Cidade Universitária,0,10
2009,2,Licenciatura em Ciências Biológicas,3519010200,Integral,Cidade Universitária,0,2
2009,2,Licenciatura em Ciências Biológicas,3519010200,Noite,Campus UFRJ - Macaé,1,0
2009,2,Licenciatura em Ciências Biológicas,3519010200,Noite,Cidade Universitária,10,6
2009,2,Licenciatura em Ciências Biológicas - EAD,3519010800,Não se aplica,Angra dos Reis - EAD,47,0
2009,2,Licenciatura em Ciências Biológicas - EAD,3519010800,Não se aplica,Campo Grande - EAD,51,0
2009,2,Licenciatura em Ciências Biológicas - EAD,3519010800,Não se aplica,Duque de Caxias - EAD,52,1
2009,2,Licenciatura em Ciências Biológicas - EAD,3519010800,Não se aplica,Nova Iguaçu - EAD,52,0
2009,2,Licenciatura em Ciências Biológicas - EAD,3519010800,Não se aplica,Piraí - EAD,44,0
2009,2,Licenciatura em Ciências Biológicas - EAD,3519010800,Não se aplica,Três Rios - EAD,49,0
2009,2,Licenciatura em Ciências Biológicas - EAD,3519010800,Não se aplica,Volta Redonda - EAD,48,0
2009,2,Licenciatura em Ciências Biológicas - M,3803010100,Noite,Campus UFRJ - Macaé,34,2
2009,2,Licenciatura em Ciências Sociais,3301040000,Noite,LARGO SÃO FRANCISCO,0,1
2009,2,Licenciatura em Ciências Sociais,3304040000,Integral,Praia Vermelha,0,9
2009,2,Licenciatura em Ed Artística - Artes Plast,3202070200,Integral,Cidade Universitária,21,5
2009,2,Licenciatura em Ed Artística - Desenho,3202070100,Integral,Cidade Universitária,31,18
2009,2,Licenciatura em Ed Artística - Música,3203020100,Integral,Escola de Música,0,1
2009,2,Licenciatura em Educação Física,3518010200,Integral,Cidade Universitária,117,24
2009,2,Licenciatura em Enfermagem,3304070000,Integral,Praia Vermelha,0,31
2009,2,Licenciatura em Filosofia,3301020300,Integral,Instituto de Filosofia e Ciências Sociais,6,0
2009,2,Licenciatura em Física,3103010200,Integral,Cidade Universitária,0,1
2009,2,Licenciatura em Física,3103010200,Noite,Cidade Universitária,42,23
2009,2,Licenciatura em Física - EAD,3103010400,Não se aplica,Angra dos Reis - EAD,7,0
2009,2,Licenciatura em Física - EAD,3103010400,Não se aplica,Campo Grande - EAD,45,3
2009,2,Licenciatura em Física - EAD,3103010400,Não se aplica,Duque de Caxias - EAD,45,0
2009,2,Licenciatura em Física - EAD,3103010400,Não se aplica,Itaperuna - EAD,8,0
2009,2,Licenciatura em Física - EAD,3103010400,Não se aplica,Macaé - EAD,28,0
2009,2,Licenciatura em Física - EAD,3103010400,Não se aplica,Nova Iguaçu - EAD,39,0
2009,2,Licenciatura em Física - EAD,3103010400,Não se aplica,Paracambi - EAD,32,0
2009,2,Licenciatura em Física - EAD,3103010400,Não se aplica,Três Rios - EAD,10,0
2009,2,Licenciatura em Física - EAD,3103010400,Não se aplica,Volta Redonda - EAD,38,0
2009,2,Licenciatura em Geografia,3105010200,Integral,Cidade Universitária,0,4
2009,2,Licenciatura em Geografia,3105010200,Noite,Cidade Universitária,55,3
2009,2,Licenciatura em História,3304060000,Integral,Praia Vermelha,7,1
2009,2,Licenciatura em História,3304060000,Noite,Praia Vermelha,0,1
2009,2,Licenciatura em Matemática,3101010200,Integral,Cidade Universitária,2,0
2009,2,Licenciatura em Matemática,3101010200,Noite,Cidade Universitária,14,25
2009,2,Licenciatura em Música,3203019900,Integral,Escola de Música,3,10
2009,2,Licenciatura em Psicologia,3302010300,Integral,Praia Vermelha,0,5
2009,2,Licenciatura em Química,3104010200,Noite,Cidade Universitária,7,20
2009,2,Licenciatura em Química - EAD,3104010300,Não se aplica,Angra dos Reis - EAD,20,0
2009,2,Licenciatura em Química - EAD,3104010300,Não se aplica,Piraí - EAD,2,0
2009,2,Licenciatura em Química - EAD,3104010300,Não se aplica,São Gonçalo - EAD,34,0
2009,2,Licenciatura em Química - M,3803020000,Noite,Campus UFRJ - Macaé,33,3
2009,2,Matemática,3101010100,Integral,Cidade Universitária,1,13
2009,2,Matemática (Básico),3101010000,Integral,Cidade Universitária,1,0
2009,2,Matemática Aplicada,3101050000,Integral,Cidade Universitária,2,1
2009,2,Medicina,3501010000,Integral,Cidade Universitária,98,9
2009,2,Medicina - M,3803050000,Integral,Campus UFRJ - Macaé,30,0
2009,2,Meteorologia,3105040000,Integral,Cidade Universitária,0,8
2009,2,Música - Canto,3203010300,Integral,Escola de Música,0,2
2009,2,Musica - Clarineta,3203010400,Integral,Escola de Música,0,2
2009,2,Música - Composição,3203011300,Integral,Escola de Música,2,1
2009,2,Música - Percussão,3203011900,Integral,Escola de Música,0,1
2009,2,Música - Piano,3203010100,Integral,Escola de Música,0,2
2009,2,Música - Regência,3203011500,Integral,Escola de Música,2,3
2009,2,Música - Violão,3203011800,Integral,Escola de Música,0,1
2009,2,Música - Violino,3203010200,Integral,Escola de Música,0,1
2009,2,Música - Violoncelo,3203011000,Integral,Escola de Música,0,1
2009,2,Nutrição,3507010000,Integral,Cidade Universitária,46,9
2009,2,Nutrição - M,3803060000,Integral,Campus UFRJ - Macaé,20,0
2009,2,Odontologia,3502010000,Integral,Cidade Universitária,43,9
2009,2,Pedagogia,3304080000,Noite,Praia Vermelha,58,4
2009,2,Pedagogia,3304080000,Tarde,Praia Vermelha,7,4
2009,2,Pedagogia (Básico),3304010000,Tarde,Praia Vermelha,0,2
2009,2,Pedagogia - Hab. Mag Educação Infantil,3304010900,Tarde,Praia Vermelha,0,1
2009,2,Pedagogia - Hab. Mag Sér Inic Ens Fund,3304010800,Tarde,Praia Vermelha,0,2
2009,2,Pintura,3202020000,Integral,Cidade Universitária,12,20
2009,2,Química - Atribuições Tecnológicas,3104010100,Integral,Cidade Universitária,4,6
2009,2,Química Industrial,3602010200,Integral,Cidade Universitária,23,3
2009,2,Relações Internacionais,7201010000,Noite,Cidade Universitária,60,2
2009,2,Saúde Coletiva,3522010000,Integral,Cidade Universitária,0,1
2009,2,Serviço Social,3306010000,Integral,Praia Vermelha,48,11
2009,2,Serviço Social,3306010000,Noite,Praia Vermelha,51,13
2009,2,Terapia Ocupacional,3501040000,Integral,Cidade Universitária,31,0
2010,1,Administração,3407010000,Tarde e Noite,Praia Vermelha,97,13
2010,1,Arquitetura e Urbanismo,3201010000,Integral,Cidade Universitária,134,50
2010,1,Artes Cênicas - Cenografia,3202050200,Integral,Cidade Universitária,19,10
2010,1,Artes Cênicas - Direção Teatral,3303020000,Noite,Praia Vermelha,14,1
2010,1,Artes Cênicas - Indumentária,3202050100,Integral,Cidade Universitária,20,9
2010,1,Astronomia,3108010100,Integral,Observatório do Valongo,16,10
2010,1,Bac em Letras: Português-Alemão,3204010800,Integral,Cidade Universitária,3,13
2010,1,Bac em Letras: Português-Árabe,3204011000,Integral,Cidade Universitária,0,4
2010,1,Bac em Letras: Português-Espanhol,3204010500,Integral,Cidade Universitária,5,11
2010,1,Bac em Letras: Português-Francês,3204010600,Integral,Cidade Universitária,5,18
2010,1,Bac em Letras: Português-Grego,3204010300,Integral,Cidade Universitária,5,8
2010,1,Bac em Letras: Português-Hebraico,3204010400,Integral,Cidade Universitária,2,6
2010,1,Bac em Letras: Português-Inglês,3204010700,Integral,Cidade Universitária,3,18
2010,1,Bac em Letras: Português-Italiano,3204011100,Integral,Cidade Universitária,5,10
2010,1,Bac em Letras: Português-Japonês,3204011200,Integral,Cidade Universitária,1,7
2010,1,Bac em Letras: Português-Latim,3204010200,Integral,Cidade Universitária,3,11
2010,1,Bac em Letras: Português-Lit. de Língua Port.,3204010100,Integral,Cidade Universitária,3,18
2010,1,Bac em Letras: Português-Russo,3204010900,Integral,Cidade Universitária,1,2
2010,1,Bach em Ciências Matemáticas e da Terra,3171010000,Integral,Cidade Universitária,124,8
2010,1,Bacharelado em Ciência da Computação,3101070000,Integral,Cidade Universitária,51,15
2010,1,Bacharelado em Psicologia,3302010100,Integral,Praia Vermelha,82,30
2010,1,Biblioteconomia e Gestão de Unid Informação,3407030000,Tarde,Praia Vermelha,39,3
2010,1,Ciências Atuariais,3101030000,Integral,Cidade Universitária,0,1
2010,1,Ciências Atuariais,3101060100,Integral,Cidade Universitária,26,4
2010,1,Ciências Atuariais / Estatística (Básico),3101060000,Integral,Cidade Universitária,0,4
2010,1,Ciências Biológicas (Básico),3519010000,Integral,Cidade Universitária,65,9
2010,1,Ciências Biológicas - Biologia Marinha,3519010300,Integral,Cidade Universitária,6,2
2010,1,Ciências Biológicas - Biologia Vegetal,3519010700,Integral,Cidade Universitária,7,2
2010,1,Ciências Biológicas - Ecologia,3519010400,Integral,Cidade Universitária,8,4
2010,1,Ciências Biológicas - Genética,3519010500,Integral,Cidade Universitária,4,0
2010,1,Ciências Biológicas - Modalidade Médica,3505010000,Integral,Cidade Universitária,43,17
2010,1,Ciências Biológicas - Zoologia,3519010600,Integral,Cidade Universitária,3,0
2010,1,Ciências Biológicas: Biofísica,3505020000,Integral,Cidade Universitária,30,8
2010,1,Ciências Biológicas: Biofísica,3505020000,Integral,Polo de Xerém,0,4
2010,1,Ciências Biológicas: Biofísica - X,3903010000,Integral,Polo de Xerém,0,2
2010,1,Ciências Biológicas: Biotecnologia - X,3903030000,Integral,Polo de Xerém,40,0
2010,1,Ciências Biológicas: Microbiol e Imunologia,3506020000,Integral,Cidade Universitária,47,8
2010,1,Ciências Contábeis,3407020000,Noite,Praia Vermelha,91,17
2010,1,Ciências Econômicas,3406010000,Integral,Praia Vermelha,90,23
2010,1,Ciências Sociais,3301010100,Integral,LARGO SÃO FRANCISCO,76,32
2010,1,Ciências Sociais,3301010100,Integral,Praia Vermelha,1,0
2010,1,Composição de Interior,3202060000,Integral,Cidade Universitária,18,13
2010,1,Composição Paisagística,3202040000,Integral,Cidade Universitária,10,4
2010,1,Comunicação Social (Básico),3303010000,Integral,Praia Vermelha,6,13
2010,1,Comunicação Social (Básico),3303010000,Noite,Praia Vermelha,32,0
2010,1,Comunicação Social (Básico),3303010000,Tarde,Praia Vermelha,80,2
2010,1,Comunicação Social - Jornalismo,3303010100,Integral,Praia Vermelha,1,7
2010,1,Comunicação Social - Produção Editorial,3303010300,Integral,Praia Vermelha,9,3
2010,1,Comunicação Social - Public e Propaganda,3303010200,Integral,Praia Vermelha,0,3
2010,1,Comunicação Social - Radialismo,3303010400,Noite,Praia Vermelha,4,4
2010,1,Comunicação Visual Design,3202100000,Integral,Cidade Universitária,35,5
2010,1,Conservação e Restauração,3202110000,Integral,Cidade Universitária,10,0
2010,1,Dança,3518020000,Noite,Cidade Universitária,27,10
2010,1,Defesa e Gestão Estratégica Internacional,7401010000,Noite,Cidade Universitária,59,1
2010,1,Desenho Industrial - Projeto do Produto,3202080100,Integral,Cidade Universitária,26,5
2010,1,Direito,3401010000,Manhã,Faculdade de Direito,99,16
2010,1,Direito,3401010000,Noite,Faculdade de Direito,94,25
2010,1,Direito,3401010000,Tarde,Faculdade de Direito,69,8
2010,1,Educação Física,3518010100,Integral,Cidade Universitária,64,6
2010,1,Educação Física,3518010100,Noite,Cidade Universitária,53,12
2010,1,Enfermagem e Obstetrícia,3504010100,Integral,Cidade Universitária,73,5
2010,1,Enfermagem e Obstetrícia - M,3803040000,Integral,Campus UFRJ - Macaé,20,0
2010,1,Eng Civil - Ênf em Recursos Hídricos,3601010107,Integral,Cidade Universitária,0,1
2010,1,Eng de Produção - Área: Engenharia Econômica,3601010701,Integral,Cidade Universitária,0,1
2010,1,Engenharia (Ciclo Básico),3601011400,Integral,Cidade Universitária,92,0
2010,1,Engenharia Ambiental,3601011000,Integral,Cidade Universitária,46,6
2010,1,Engenharia Civil,3601010100,Integral,Cidade Universitária,64,35
2010,1,Engenharia de Alimentos,3602010300,Integral,Cidade Universitária,20,7
2010,1,Engenharia de Bioprocessos,3602010400,Integral,Cidade Universitária,21,3
2010,1,Engenharia de Computação e Informação,3601012000,Integral,Cidade Universitária,26,3
2010,1,Engenharia de Controle e Automação,3601013000,Integral,Cidade Universitária,24,3
2010,1,Engenharia de Materiais,3601010800,Integral,Cidade Universitária,36,7
