ano,periodo,cursoNome,cursoCodigo,turno,polo,ingressantes,cancelados
1938,1,Direito,3401010000,Tarde,Faculdade de Direito,1,0
1945,1,Direito,3401010000,Tarde,Faculdade de Direito,1,0
1945,1,Lic em Musica-Instrumento: Piano,3304020100,Integral,Praia Vermelha,1,0
1945,1,Licenciatura (Complementacao Pedagogica),3304019800,,,1,0
1947,1,Direito,3401010000,Tarde,Faculdade de Direito,1,0
1947,1,Medicina,3501010000,Integral,Cidade Universitária,1,0
1949,1,Bac em Letras: Português-Italiano,3204011100,Integral,Cidade Universitária,1,0
1949,1,Ciências Econômicas,3406019900,Integral,Praia Vermelha,1,0
1949,1,Matemática,3101010100,Integral,Cidade Universitária,1,0
1950,1,Ciências Sociais,3301010100,Integral,LARGO SÃO FRANCISCO,1,0
1950,1,Engenharia (Básico),3601010000,Integral,Cidade Universitária,1,0
1951,1,Ciências Econômicas,3406019900,Integral,Praia Vermelha,1,0
1951,1,Direito,3401010000,Tarde,Faculdade de Direito,1,0
1951,1,Engenharia Civil,3601010100,Integral,Cidade Universitária,1,0
1951,1,Pedagogia - Hab. Mag. em Mat. Pedag. do 2 Gr,3304010400,Integral,Praia Vermelha,1,0
1951,1,Pintura,3202020000,Integral,Cidade Universitária,1,0
1952,1,Arquitetura e Urbanismo,3201010000,Integral,Praia Vermelha,1,0
1952,1,Pintura,3202020000,Integral,Cidade Universitária,1,0
1953,1,Artes Cênicas - Cenografia,3202050200,Integral,Cidade Universitária,1,0
1953,1,Bac em Letras: Português-Lit. de Língua Port.,3204010100,Integral,Cidade Universitária,1,0
1953,1,Composição Paisagística,3202040000,Integral,Cidade Universitária,1,0
1953,1,Direito,3401010000,Tarde,Faculdade de Direito,2,0
1953,1,Pintura,3202020000,Integral,Cidade Universitária,1,0
1954,1,Administracao,3407019900,Noite,Praia Vermelha,1,0
1954,1,Arquitetura e Urbanismo,3201010000,Integral,Cidade Universitária,2,0
1954,1,Direito,3401010000,Tarde,Faculdade de Direito,1,0
1954,1,Pintura,3202020000,Integral,Cidade Universitária,3,0
1955,1,Arquitetura e Urbanismo,3201010000,,,0,1
1955,1,Arquitetura e Urbanismo,3201010000,Integral,Cidade Universitária,1,0
1955,1,Comunicação Social - Jornalismo,3303010100,Integral,Praia Vermelha,1,0
1955,1,Direito,3401010000,Tarde,Faculdade de Direito,2,0
1955,1,Música - Violino,3203010200,Integral,Escola de Música,1,0
1956,1,Arquitetura e Urbanismo,3201010000,Integral,Cidade Universitária,1,0
1956,1,Direito,3401010000,Tarde,Faculdade de Direito,2,0
1956,1,Música - Canto,3203010300,Integral,Escola de Música,1,0
1956,1,Serviço Social,3306010000,Integral,Praia Vermelha,1,0
1956,2,Engenharia Mecânica,3601010400,Integral,Cidade Universitária,1,0
1957,1,Pintura,3202020000,Integral,Cidade Universitária,1,1
1957,1,Serviço Social,3306010000,Integral,Praia Vermelha,1,0
1958,1,Composição de Interior,3202060000,Integral,Cidade Universitária,1,0
1958,1,Comunicação Social (Básico),3303010000,Integral,Praia Vermelha,1,0
1958,1,Licenciatura em Desenho e Plástica,3202980300,,,1,0
1958,1,Pintura,3202020000,Integral,Cidade Universitária,1,0
1959,1,Direito,3401010000,Tarde,Faculdade de Direito,1,0
1959,1,Engenharia Mecânica,3601010400,Integral,Cidade Universitária,1,0
1959,1,Licenciatura em Física,3103010200,Noite,Cidade Universitária,1,0
1959,1,Matemática,3101010100,Integral,Cidade Universitária,1,0
1959,1,Pintura,3202020000,Integral,Cidade Universitária,1,0
1960,1,Comunicacao Visual,3202089800,,,1,0
1960,1,Engenharia Eletrica: Enfase em Eletrotecnica,3601010200,Integral,Cidade Universitária,1,0
1960,1,Física,3103010100,Integral,Cidade Universitária,3,0
1960,1,Matemática,3101010100,Integral,Cidade Universitária,1,0
1960,1,Música - Piano,3203010100,Integral,Escola de Música,1,0
1960,1,Pintura,3202020000,Integral,Cidade Universitária,0,1
1961,1,Ciências Sociais,3301010100,Integral,LARGO SÃO FRANCISCO,1,0
1961,1,Composição de Interior,3202060000,Integral,Cidade Universitária,2,0
1961,1,Comunicacao Visual,3202089800,Integral,Cidade Universitária,1,0
1961,1,Direito,3401010000,Tarde,Faculdade de Direito,2,0
1961,1,Gravura,3202010000,Integral,Cidade Universitária,1,0
1961,1,Música - Piano,3203010100,Integral,Escola de Música,1,0
1961,1,Pintura,3202020000,Integral,Cidade Universitária,1,1
1961,2,Pintura,3202020000,Integral,Cidade Universitária,1,0
1962,1,Composição de Interior,3202060000,Integral,Cidade Universitária,1,0
1962,1,Direito,3401010000,Tarde,Faculdade de Direito,2,0
1962,1,Engenharia de Produção,3601010700,Integral,Cidade Universitária,1,0
1962,1,Medicina,3501010000,Integral,Cidade Universitária,1,0
1962,1,Música - Piano,3203010100,Integral,Escola de Música,1,0
1962,1,Pintura,3202020000,Integral,Cidade Universitária,2,0
1962,2,Fisico Tecnologo,3103019800,,,1,0
1962,2,Serviço Social,3306010000,Integral,Praia Vermelha,1,0
1963,1,Bac em Letras: Português-Lit. de Língua Port.,3204010100,Integral,Cidade Universitária,2,0
1963,1,Ciências Econômicas,3406019900,Integral,Praia Vermelha,1,0
1963,1,Comunicação Social - Jornalismo,3303010100,Integral,Praia Vermelha,1,0
1963,1,Comunicacao Visual,3202089800,,,1,0
1963,1,Comunicacao Visual,3202089800,Integral,Cidade Universitária,1,0
1963,1,Direito,3401010000,Tarde,Faculdade de Direito,3,0
1963,1,Engenharia Civil,3601010100,Integral,Cidade Universitária,2,0
1963,1,Engenharia Eletrica: Enfase em Eletrotecnica,3601010200,Integral,Cidade Universitária,2,0
1963,1,Filosofia,3301020100,Integral,LARGO SÃO FRANCISCO,1,0
1963,1,Pintura,3202020000,Integral,Cidade Universitária,0,1
1963,1,Serviço Social,3306010000,,,1,0
1963,1,Serviço Social,3306010000,Integral,Praia Vermelha,1,0
1964,1,Arquitetura e Urbanismo,3201010000,Integral,Cidade Universitária,1,0
1964,1,Ciências Econômicas,3406019900,Integral,Praia Vermelha,1,0
1964,1,Comunicacao Visual,3202089800,Integral,Cidade Universitária,1,0
1964,1,Direito,3401010000,Tarde,Faculdade de Direito,8,0
1964,1,Engenharia (Básico),3601010000,Integral,Cidade Universitária,1,0
1964,1,Engenharia Civil,3601010100,Integral,Cidade Universitária,2,0
1964,1,Engenharia Eletrica: Enfase em Eletrotecnica,3601010200,Integral,Cidade Universitária,2,0
1964,1,Engenharia Mecânica,3601010400,Integral,Cidade Universitária,1,0
1964,1,Engenharia Química,3602010100,Integral,Cidade Universitária,1,0
1964,1,Farmácia - Farmacêutico,3503010000,Integral,Cidade Universitária,1,0
1964,1,Licenciatura em Física,3103010200,Integral,Cidade Universitária,1,0
1964,1,Licenciatura em Química,3104010200,Noite,Cidade Universitária,1,0
1964,1,Matemática,3101010100,Integral,Cidade Universitária,1,0
1964,1,Pintura,3202020000,Integral,Cidade Universitária,2,1
1964,1,Pintura,3202020000,Integral,LARGO SÃO FRANCISCO,1,0
1964,2,Arquitetura e Urbanismo,3201010000,Integral,Cidade Universitária,1,0
1964,2,Direito,3401010000,Tarde,Faculdade de Direito,1,0
1964,2,Engenharia Mecânica,3601010400,Integral,Cidade Universitária,1,0
1964,2,Pintura,3202020000,Integral,Cidade Universitária,1,0
1965,1,Bac em Letras: Português-Lit. de Língua Port.,3204010100,Integral,Cidade Universitária,1,0
1965,1,Ciências Econômicas,3406019900,Integral,Praia Vermelha,2,0
1965,1,Ciências Sociais,3301010100,Integral,LARGO SÃO FRANCISCO,1,1
1965,1,Comunicacao Visual,3202089800,,,0,1
1965,1,Comunicacao Visual,3202089800,Integral,Cidade Universitária,3,0
1965,1,Direito,3401010000,Tarde,Faculdade de Direito,6,0
1965,1,Engenharia Mecânica,3601010400,Integral,Cidade Universitária,2,0
1965,1,Engenharia Naval,3601010600,Integral,Cidade Universitária,1,0
1965,1,Física,3103010100,Integral,Cidade Universitária,2,0
1965,1,Formação de Psicólogo,3302010200,Integral,Praia Vermelha,1,0
1965,1,Gravura,3202010000,Integral,Cidade Universitária,1,0
1965,1,Medicina,3501010000,Integral,Cidade Universitária,1,0
1965,1,Música - Canto,3203010300,Integral,Escola de Música,1,0
1965,1,Pedagogia - Hab. Mag. em Mat. Pedag. do 2 Gr,3304010400,,,1,0
1965,1,Pintura,3202020000,Integral,Cidade Universitária,2,0
1965,1,Serviço Social,3306010000,Integral,Praia Vermelha,1,0
1965,2,Engenharia Civil,3601010100,Integral,Cidade Universitária,2,0
1966,1,Administracao,3407019900,Noite,Praia Vermelha,1,0
1966,1,Arquitetura e Urbanismo,3201010000,Integral,Cidade Universitária,5,0
1966,1,Bac em Letras: Português-Inglês,3204010700,Integral,Cidade Universitária,1,0
1966,1,Bac em Letras: Português-Latim,3204010200,Integral,Cidade Universitária,1,0
1966,1,Bacharelado em Psicologia,3302010100,Integral,Praia Vermelha,1,0
1966,1,Ciências Contábeis,3407029900,Noite,Praia Vermelha,1,0
1966,1,Ciências Econômicas,3406019900,Integral,Praia Vermelha,2,0
1966,1,Composição de Interior,3202060000,Integral,Cidade Universitária,1,0
1966,1,Comunicação Social - Jornalismo,3303010100,Integral,Praia Vermelha,1,0
1966,1,Comunicacao Visual,3202089800,Integral,Cidade Universitária,1,0
1966,1,Direito,3401010000,Tarde,Faculdade de Direito,2,0
1966,1,Engenharia Civil,3601010100,Integral,Cidade Universitária,7,0
1966,1,Escultura,3202030000,Integral,Cidade Universitária,1,0
1966,1,Formação de Psicólogo,3302010200,Integral,Praia Vermelha,1,0
1966,1,Gravura,3202010000,Integral,Cidade Universitária,1,0
1966,1,Licenciatura em Educação Física,3518010200,Integral,Cidade Universitária,4,0
1966,1,Medicina,3501010000,Integral,Cidade Universitária,1,0
1966,1,Pedagogia - Hab. Mag. em Mat. Pedag. do 2 Gr,3304010400,Integral,Praia Vermelha,1,0
1966,1,Pintura,3202020000,Integral,Cidade Universitária,1,1
1966,2,Engenharia Civil,3601010100,Integral,Cidade Universitária,6,0
1966,2,Física,3103010100,Integral,Cidade Universitária,1,0
1967,1,Administracao,3407019900,Noite,Praia Vermelha,2,0
1967,1,Arquitetura e Urbanismo,3201010000,Integral,Cidade Universitária,6,0
1967,1,Bac em Letras: Português-Lit. de Língua Port.,3204010100,Integral,Cidade Universitária,1,0
1967,1,Ciências Contábeis,3407029900,Noite,Praia Vermelha,2,0
1967,1,Ciências Econômicas,3406019900,Integral,Praia Vermelha,4,0
1967,1,Composição de Interior,3202060000,Integral,Cidade Universitária,1,0
1967,1,Comunicação Social - Jornalismo,3303010100,Integral,Praia Vermelha,1,0
1967,1,Comunicacao Visual,3202089800,,,1,0
1967,1,Comunicacao Visual,3202089800,Integral,Cidade Universitária,3,0
1967,1,Direito,3401010000,Tarde,Faculdade de Direito,4,0
1967,1,Engenharia (Básico),3601010000,Integral,Cidade Universitária,2,0
1967,1,Engenharia Civil,3601010100,Integral,Cidade Universitária,6,0
1967,1,Engenharia Elétrica: Ênfase em Eletrônica,3601010300,Integral,Cidade Universitária,3,0
1967,1,Engenharia Metalúrgica,3601010500,Integral,Cidade Universitária,1,0
1967,1,Engenharia Naval,3601010600,Integral,Cidade Universitária,1,0
1967,1,Engenharia Química,3602010100,Integral,Cidade Universitária,2,0
1967,1,Farmácia - Farmacêutico Industrial,3503010100,Integral,Cidade Universitária,1,0
1967,1,Filosofia,3301020100,Integral,LARGO SÃO FRANCISCO,2,0
1967,1,Física,3103010100,Integral,Cidade Universitária,7,0
1967,1,Licenciatura em Ciências Biológicas,3519010200,Integral,Cidade Universitária,1,0
1967,1,Licenciatura em Desenho e Plástica,3202980300,,,1,0
1967,1,Licenciatura em Física,3103010200,Integral,Cidade Universitária,2,0
1967,1,Medicina,3501010000,Integral,Cidade Universitária,2,0
1967,1,Música - Composição,3203011300,Integral,Escola de Música,1,0
1967,1,Música - Fagote,3203011700,Integral,Escola de Música,1,0
1967,1,Música - Flauta,3203010600,Integral,Escola de Música,1,0
1967,1,Música - Piano,3203010100,Integral,Escola de Música,1,0
1967,1,Música - Violino,3203010200,Integral,Escola de Música,1,0
1967,1,Odontologia,3502010000,Integral,Cidade Universitária,1,0
1967,1,Pedagogia - Hab. Mag. em Mat. Pedag. do 2 Gr,3304010400,Integral,Praia Vermelha,2,0
1967,1,Pintura,3202020000,,,1,0
1967,1,Pintura,3202020000,Integral,Cidade Universitária,1,0
1967,1,Serviço Social,3306010000,Integral,Praia Vermelha,3,0
1968,1,Administracao,3407019900,Noite,Praia Vermelha,5,0
1968,1,Arquitetura e Urbanismo,3201010000,Integral,Cidade Universitária,4,0
1968,1,Artes Cênicas - Cenografia,3202050200,Integral,Cidade Universitária,1,0
1968,1,Bac em Letras: Português-Alemão,3204010800,Integral,Praia Vermelha,1,0
1968,1,Bac em Letras: Português-Grego,3204010300,Integral,Cidade Universitária,1,0
1968,1,Bac em Letras: Português-Inglês,3204010700,Integral,Cidade Universitária,2,0
1968,1,Bac em Letras: Português-Lit. de Língua Port.,3204010100,Integral,Cidade Universitária,3,0
1968,1,Bacharelado em Psicologia,3302010100,Integral,Praia Vermelha,3,0
1968,1,Biologo,3519019600,,,1,0
1968,1,Ciências Contábeis,3407029900,Noite,Praia Vermelha,6,0
1968,1,Ciências Econômicas,3406019900,Integral,Praia Vermelha,1,0
1968,1,Ciências Sociais,3301010100,Integral,LARGO SÃO FRANCISCO,2,0
1968,1,Comunicação Social (Básico),3303010000,Integral,Praia Vermelha,1,0
1968,1,Comunicação Social - Jornalismo,3303010100,Integral,Praia Vermelha,1,0
1968,1,Comunicacao Visual,3202089800,,,1,0
1968,1,Comunicacao Visual,3202089800,Integral,Cidade Universitária,1,0
1968,1,Direito,3401010000,Tarde,Faculdade de Direito,9,0
1968,1,Engenharia (Básico),3601010000,Integral,Cidade Universitária,2,0
1968,1,Engenharia Civil,3601010100,Integral,Cidade Universitária,6,0
1968,1,Engenharia de Produção,3601010700,Integral,Cidade Universitária,5,0
1968,1,Engenharia Elétrica: Ênfase em Eletrônica,3601010300,Integral,Cidade Universitária,3,0
1968,1,Engenharia Eletrica: Enfase em Eletrotecnica,3601010200,Integral,Cidade Universitária,2,0
1968,1,Engenharia Mecânica,3601010400,Integral,Cidade Universitária,1,0
1968,1,Engenharia Química,3602010100,Integral,Cidade Universitária,2,0
1968,1,Engenharia Química,3602010100,Noite,Cidade Universitária,1,0
1968,1,Farmaceutico Bioquimico,3503010200,,,1,0
1968,1,Farmácia - Farmacêutico,3503010000,Integral,Cidade Universitária,2,0
1968,1,FEA - Ciclo Básico,3402029700,,,1,0
1968,1,Filosofia,3301020100,Integral,LARGO SÃO FRANCISCO,1,0
1968,1,Física,3103010100,Integral,Cidade Universitária,7,0
1968,1,Física,3103010100,Noite,Cidade Universitária,1,0
1968,1,Formação de Psicólogo,3302010200,Integral,Praia Vermelha,1,0
1968,1,Geologia,3105030000,Integral,Cidade Universitária,1,0
1968,1,Lic em Letras: Português-Francês,3304030600,Integral,Praia Vermelha,1,0
1968,1,Licenciatura (Complementacao Pedagogica),3304019800,,,2,0
1968,1,Licenciatura em Ciências Biológicas,3519010200,Integral,Cidade Universitária,1,0
1968,1,Licenciatura em Educação Física,3518010200,Integral,Cidade Universitária,5,0
1968,1,Licenciatura em Física,3103010200,Integral,Cidade Universitária,4,0
1968,1,Licenciatura em Física,3103010200,Noite,Cidade Universitária,1,0
1968,1,Licenciatura em Matemática,3101010200,Noite,Cidade Universitária,1,0
1968,1,Matemática,3101010100,Integral,Cidade Universitária,4,0
1968,1,Medicina,3501010000,Integral,Cidade Universitária,1,0
1968,1,Meteorologia,3105040000,Integral,Cidade Universitária,1,0
1968,1,Odontologia,3502010000,Integral,Cidade Universitária,1,0
1968,1,Pedagogia - Hab. Mag. em Mat. Pedag. do 2 Gr,3304010400,Integral,Praia Vermelha,1,0
1968,1,Pintura,3202020000,Integral,Cidade Universitária,1,0
1968,1,Serviço Social,3306010000,Integral,Praia Vermelha,1,0
1968,2,Administracao,3407019900,Noite,Praia Vermelha,1,0
1968,2,Arquitetura e Urbanismo,3201010000,Integral,Cidade Universitária,1,0
1968,2,Bac em Letras: Português-Lit. de Língua Port.,3204010100,Integral,Cidade Universitária,1,0
1968,2,Engenharia Civil,3601010100,Integral,Cidade Universitária,4,0
1968,2,Fisico Tecnologo,3103019800,,,1,0
1968,2,Licenciatura (Complementacao Pedagogica),3304019800,,,1,0
1968,2,Licenciatura em Educação Física,3518010200,Integral,Cidade Universitária,1,0
1968,2,Licenciatura em Física,3103010200,Noite,Cidade Universitária,1,0
1969,1,Administracao,3407019900,Noite,Praia Vermelha,11,0
1969,1,Arquitetura e Urbanismo,3201010000,,,0,1
1969,1,Arquitetura e Urbanismo,3201010000,Integral,Cidade Universitária,14,0
1969,1,Astronomia,3108010100,Integral,Cidade Universitária,1,0
1969,1,Bac em Letras: Português-Alemão,3204010800,Integral,Cidade Universitária,1,0
1969,1,Bac em Letras: Português-Árabe,3204011000,Integral,Cidade Universitária,1,0
1969,1,Bac em Letras: Português-Espanhol,3204010500,Integral,Cidade Universitária,4,0
1969,1,Bac em Letras: Português-Francês,3204010600,Integral,Cidade Universitária,3,0
1969,1,Bac em Letras: Português-Grego,3204010300,Integral,Cidade Universitária,2,0
1969,1,Bac em Letras: Português-Hebraico,3204010400,Integral,Praia Vermelha,1,0
1969,1,Bac em Letras: Português-Inglês,3204010700,Integral,Cidade Universitária,6,0
1969,1,Bac em Letras: Português-Italiano,3204011100,Integral,Praia Vermelha,1,0
1969,1,Bac em Letras: Português-Latim,3204010200,,,1,0
1969,1,Bac em Letras: Português-Latim,3204010200,Integral,Cidade Universitária,2,0
1969,1,Bac em Letras: Português-Lit. de Língua Port.,3204010100,,,2,0
1969,1,Bac em Letras: Português-Lit. de Língua Port.,3204010100,Integral,Cidade Universitária,8,0
1969,1,Bac em Letras: Português-Lit. de Língua Port.,3204010100,Integral,LARGO SÃO FRANCISCO,1,0
1969,1,Bacharelado em Informática,3101020000,Integral,Cidade Universitária,1,0
1969,1,Biologo,3519019600,,,2,0
1969,1,Ciências Contábeis,3407029900,Noite,Praia Vermelha,6,0
1969,1,Ciências Econômicas,3406019900,Integral,Praia Vermelha,6,0
1969,1,Ciências Sociais,3301010100,Integral,LARGO SÃO FRANCISCO,3,0
1969,1,Comunicacao Social - Comun. e Editoracao,3303019700,,,1,0
1969,1,Comunicacao Visual,3202089800,,,1,1
1969,1,Comunicacao Visual,3202089800,Integral,Cidade Universitária,3,0
1969,1,Direito,3401010000,Tarde,Faculdade de Direito,12,0
1969,1,Engenharia (Básico),3601010000,Integral,Cidade Universitária,6,0
1969,1,Engenharia Civil,3601010100,Integral,Cidade Universitária,15,0
1969,1,Engenharia de Produção,3601010700,Integral,Cidade Universitária,5,0
1969,1,Engenharia Eletrica: Enfase em Eletrotecnica,3601010200,Integral,Cidade Universitária,8,0
1969,1,Engenharia Mecânica,3601010400,Integral,Cidade Universitária,5,0
1969,1,Engenharia Metalúrgica,3601010500,Integral,Cidade Universitária,1,0
1969,1,Engenharia Naval,3601010600,Integral,Cidade Universitária,1,0
1969,1,Engenharia Química,3602010100,Integral,Cidade Universitária,9,0
1969,1,Farmaceutico Bioquimico,3503010200,,,1,0
1969,1,Farmácia - Farmacêutico Industrial,3503010100,Integral,Cidade Universitária,1,0
1969,1,FEA - Ciclo Básico,3402029700,,,1,0
1969,1,Filosofia,3301020100,Integral,LARGO SÃO FRANCISCO,2,0
1969,1,Física,3103010100,Integral,Cidade Universitária,49,0
1969,1,Física,3103010100,Noite,Cidade Universitária,1,0
1969,1,Fisico Tecnologo,3103019800,,,2,0
1969,1,Formação de Psicólogo,3302010200,Integral,Praia Vermelha,5,0
1969,1,Geografia,3105010100,Integral,Cidade Universitária,3,0
1969,1,Gravura,3202010000,Integral,Cidade Universitária,1,0
1969,1,História,3301030100,Integral,LARGO SÃO FRANCISCO,2,0
1969,1,Lic em Letras: Português-Lit. de Língua Port.,3304030100,Integral,Praia Vermelha,2,0
1969,1,Licenciatura (Complementacao Pedagogica),3304019800,,,5,0
1969,1,Licenciatura (Complementacao Pedagogica),3304019800,Integral,Praia Vermelha,1,0
1969,1,Licenciatura em Ciências Biológicas,3519010200,Integral,Cidade Universitária,2,0
1969,1,Licenciatura em Física,3103010200,Integral,Cidade Universitária,18,0
1969,1,Licenciatura em Física,3103010200,Noite,Cidade Universitária,13,0
1969,1,Licenciatura em História,3304060000,Integral,Praia Vermelha,1,0
1969,1,Licenciatura em Música,3203019900,Integral,Escola de Música,2,0
1969,1,Licenciatura em Psicologia,3302010300,Integral,Praia Vermelha,1,0
1969,1,Licenciatura em Química,3104010200,Noite,Cidade Universitária,4,0
1969,1,Matemática,3101010100,Integral,Cidade Universitária,8,0
1969,1,Medicina,3501010000,Integral,Cidade Universitária,5,0
1969,1,Odontologia,3502010000,Integral,Cidade Universitária,1,0
1969,1,Pedagogia - Hab. Mag. em Mat. Pedag. do 2 Gr,3304010400,,,3,0
1969,1,Pedagogia - Hab. Mag. em Mat. Pedag. do 2 Gr,3304010400,Integral,Praia Vermelha,1,0
1969,1,Pintura,3202020000,,,0,1
1969,1,Pintura,3202020000,Integral,Cidade Universitária,1,0
1969,1,Química - Atribuições Tecnológicas,3104010100,Integral,Cidade Universitária,2,0
1969,2,Administracao,3407019900,Noite,Praia Vermelha,1,0
1969,2,Arquitetura e Urbanismo,3201010000,Integral,Cidade Universitária,1,0
1969,2,Bac em Letras: Português-Inglês,3204010700,Integral,Cidade Universitária,1,0
1969,2,Bac em Letras: Português-Italiano,3204011100,Integral,Cidade Universitária,1,0
1969,2,Bacharelado em Informática,3101020000,Integral,Cidade Universitária,1,0
1969,2,Ciências Sociais,3301010100,Integral,LARGO SÃO FRANCISCO,1,0
1969,2,Comunicação Social (Básico),3303010000,Integral,Praia Vermelha,1,0
1969,2,Comunicacao Social - Comun. e Editoracao,3303019700,Integral,Praia Vermelha,2,0
1969,2,Enfermagem e Obstetricia:Hab Enfermeiro,3504019900,,,1,0
1969,2,Engenharia Civil,3601010100,Integral,Cidade Universitária,16,0
1969,2,Engenharia Mecânica,3601010400,Integral,Cidade Universitária,1,0
1969,2,Engenharia Metalúrgica,3601010500,Integral,Cidade Universitária,1,0
1969,2,Engenharia Química,3602010100,Integral,Cidade Universitária,1,0
1969,2,Física,3103010100,Integral,Cidade Universitária,51,0
1969,2,História,3309010000,Integral,Instituto de História,1,0
1969,2,Licenciatura em Física,3103010200,Integral,Cidade Universitária,16,0
1969,2,Licenciatura em Física,3103010200,Noite,Cidade Universitária,10,0
1969,2,Licenciatura em Química,3104010200,Noite,Cidade Universitária,1,0
1969,2,Matemática,3101010100,Integral,Cidade Universitária,2,0
1969,2,Medicina,3501010000,Integral,Cidade Universitária,1,0
1970,1,Administracao,3407019900,Noite,Praia Vermelha,9,1
1970,1,Arquitetura e Urbanismo,3201010000,Integral,Cidade Universitária,14,0
1970,1,Artes Cênicas - Cenografia,3202050200,Integral,Cidade Universitária,1,0
1970,1,Bac em Letras: Português-Árabe,3204011000,Integral,Cidade Universitária,1,1
1970,1,Bac em Letras: Português-Francês,3204010600,Integral,Cidade Universitária,4,0
1970,1,Bac em Letras: Português-Hebraico,3204010400,Integral,Cidade Universitária,1,0
1970,1,Bac em Letras: Português-Inglês,3204010700,Integral,Cidade Universitária,8,0
1970,1,Bac em Letras: Português-Italiano,3204011100,Integral,Cidade Universitária,3,0
1970,1,Bac em Letras: Português-Latim,3204010200,Integral,Cidade Universitária,3,0
1970,1,Bac em Letras: Português-Lit. de Língua Port.,3204010100,Integral,Cidade Universitária,11,0
1970,1,Bac em Letras: Português-Russo,3204010900,Integral,Cidade Universitária,1,0
1970,1,Bacharelado em Informática,3101020000,Integral,Cidade Universitária,2,0
1970,1,Bacharelado em Psicologia,3302010100,Integral,Praia Vermelha,1,0
1970,1,Biologo,3519019600,,,20,0
1970,1,Ciências Atuariais,3407098000,,,1,0
1970,1,Ciências Contábeis,3407029900,Noite,Praia Vermelha,3,0
1970,1,Ciências Econômicas,3406019900,,,1,0
1970,1,Ciências Econômicas,3406019900,Integral,Praia Vermelha,9,0
1970,1,Ciências Sociais,3301010100,Integral,LARGO SÃO FRANCISCO,6,0
1970,1,Composição de Interior,3202060000,Integral,Cidade Universitária,1,0
1970,1,Comunicação Social (Básico),3303010000,Integral,Praia Vermelha,1,0
1970,1,Comunicacao Social - Comun. e Editoracao,3303019700,,,4,0
1970,1,Comunicacao Social - Hab. Rel. Public. e P&P,3303019800,,,2,0
1970,1,Comunicação Social - Jornalismo,3303010100,Integral,Praia Vermelha,3,0
1970,1,Comunicacao Visual,3202089800,,,0,1
1970,1,Comunicacao Visual,3202089800,Integral,Cidade Universitária,1,0
1970,1,Direito,3401010000,Tarde,Faculdade de Direito,5,0
1970,1,Enfermagem e Obstetricia:Hab Enfermeiro,3504019900,,,1,0
1970,1,Engenharia (Básico),3601010000,Integral,Cidade Universitária,19,0
1970,1,Engenharia Civil,3601010100,Integral,Cidade Universitária,50,0
1970,1,Engenharia de Produção,3601010700,Integral,Cidade Universitária,9,0
1970,1,Engenharia Elétrica: Ênfase em Eletrônica,3601010300,Integral,Cidade Universitária,6,0
1970,1,Engenharia Eletrica: Enfase em Eletrotecnica,3601010200,Integral,Cidade Universitária,11,0
1970,1,Engenharia Mecânica,3601010400,Integral,Cidade Universitária,12,0
1970,1,Engenharia Metalúrgica,3601010500,Integral,Cidade Universitária,1,0
1970,1,Engenharia Naval,3601010600,Integral,Cidade Universitária,8,0
1970,1,Engenharia Química,3602010100,Integral,Cidade Universitária,23,0
1970,1,Engenharia Química,3602010100,Noite,Cidade Universitária,2,0
1970,1,Farmácia - Farmacêutico,3503010000,Integral,Cidade Universitária,1,0
1970,1,Farmácia - Farmacêutico Industrial,3503010100,Integral,Cidade Universitária,1,0
1970,1,FEA - Ciclo Básico,3402029700,,,3,0
1970,1,Filosofia,3301020100,Integral,LARGO SÃO FRANCISCO,1,0
1970,1,Física,3103010100,Integral,Cidade Universitária,57,0
1970,1,Fisico Tecnologo,3103019800,,,1,0
1970,1,Formação de Psicólogo,3302010200,Integral,Praia Vermelha,4,0
1970,1,Geografia,3105010100,Integral,Cidade Universitária,1,0
1970,1,Geologia,3105030000,Integral,Cidade Universitária,2,0
1970,1,Gravura,3202010000,Integral,Cidade Universitária,1,0
1970,1,História,3301030100,Integral,LARGO SÃO FRANCISCO,8,0
1970,1,Lic em Letras: Português-Inglês,3304030700,Integral,Praia Vermelha,1,0
1970,1,Lic em Letras: Português-Lit. de Língua Port.,3304030100,,,1,0
1970,1,Lic em Letras: Português-Lit. de Língua Port.,3304030100,Integral,Praia Vermelha,3,0
1970,1,Licenciatura (Complementacao Pedagogica),3304019800,,,10,0
1970,1,Licenciatura em Ciências Biológicas,3519010200,Integral,Cidade Universitária,12,0
1970,1,Licenciatura em Educação Física,3518010200,Integral,Cidade Universitária,9,0
1970,1,Licenciatura em Filosofia,3304050000,Integral,Praia Vermelha,1,0
1970,1,Licenciatura em Física,3103010200,Integral,Cidade Universitária,21,0
1970,1,Licenciatura em Física,3103010200,Noite,Cidade Universitária,14,0
1970,1,Licenciatura em Matemática,3101010200,Integral,Cidade Universitária,1,0
1970,1,Licenciatura em Matemática,3101010200,Noite,Cidade Universitária,4,0
1970,1,Licenciatura em Química,3104010200,Noite,Cidade Universitária,1,0
1970,1,Matemática,3101010100,Integral,Cidade Universitária,2,0
1970,1,Medicina,3501010000,Integral,Cidade Universitária,3,0
1970,1,Música - Composição,3203011300,Integral,Escola de Música,1,0
1970,1,Pedagogia - Hab. Mag. em Mat. Pedag. do 2 Gr,3304010400,Integral,Praia Vermelha,2,0
1970,1,Pintura,3202020000,Integral,Cidade Universitária,2,0
