ano,periodoOuMes,Centro,Faculdade/ Escola,curso,nivel,QTD
1984,Abr,,,Engenharia Nuclear,Mestrado,6
1984,Abr,,,Engenharia Oceânica,Mestrado,1
1984,Abr,,,Engenharia Química,Mestrado,3
1984,Abr,,,Fisica,Mestrado,1
1984,Abr,,,Medicina - Cirurgia Geral ,Mestrado,1
1984,Abr,,,Planejamento Urbano e Regional  (Mestrado),Mestrado,10
1984,Ago,,,Ciências Biológicas (Biofísica),Mestrado,1
1984,Ago,,,Engenharia Civil,Mestrado,1
1984,Ago,,,Engenharia de Sistemas e Computação,Doutorado,1
1984,Ago,,,Engenharia Nuclear,Mestrado,1
1984,Dez,,,Ciências (Microbiologia),Doutorado,1
1984,Dez,,,Ciências (Microbiologia),Mestrado,1
1984,Dez,,,Direito ,Doutorado,1
1984,Dez,,,Engenharia Civil,Doutorado,1
1984,Dez,,,Engenharia Civil,Mestrado,1
1984,Dez,,,Engenharia de Sistemas e Computação,Doutorado,1
1984,Dez,,,Engenharia de Sistemas e Computação,Mestrado,1
1984,Dez,,,Engenharia Mecânica,Doutorado,2
1984,Dez,,,Engenharia Metalúrgica e de Materiais,Mestrado,2
1984,Dez,,,Engenharia Nuclear,Mestrado,4
1984,Dez,,,Engenharia Oceânica,Mestrado,1
1984,Dez,,,Fisica,Mestrado,1
1984,Dez,,,Medicina - Cirurgia Geral ,Mestrado,2
1984,Dez,,,Odontologia (Ortodontia),Mestrado,2
1984,Dez,,,Química de Produtos Naturais,Mestrado,1
1984,Dez,,,Sociologia e Antropologia,Mestrado,1
1984,Fev,,,Administração,Mestrado,3
1984,Fev,,,Ciências Biológicas (Genética),Mestrado,1
1984,Fev,,,Educação,Mestrado,1
1984,Fev,,,Engenharia de Produção,Mestrado,2
1984,Fev,,,Engenharia de Sistemas e Computação,Mestrado,2
1984,Fev,,,Engenharia Mecânica,Mestrado,1
1984,Fev,,,Engenharia Nuclear,Mestrado,1
1984,Fev,,,Engenharia Química,Mestrado,1
1984,Fev,,,Física,Doutorado,1
1984,Fev,,,Fisica,Mestrado,1
1984,Fev,,,Medicina-Ortopedia e Traumatologia ,Mestrado,1
1984,Jan,,,Administração,Mestrado,1
1984,Jan,,,Ciências Biológicas (Biofísica),Doutorado,1
1984,Jan,,,Ciências Biológicas (Genética),Mestrado,1
1984,Jan,,,Educação,Mestrado,2
1984,Jan,,,Engenharia Biomédica,Mestrado,3
1984,Jan,,,Engenharia Civil,Doutorado,1
1984,Jan,,,Engenharia Civil,Mestrado,1
1984,Jan,,,Engenharia de Produção,Mestrado,3
1984,Jan,,,Engenharia de Sistemas e Computação,Doutorado,2
1984,Jan,,,Engenharia de Sistemas e Computação,Mestrado,4
1984,Jan,,,Engenharia de Transportes,Mestrado,3
1984,Jan,,,Engenharia Elétrica,Doutorado,3
1984,Jan,,,Engenharia Mecânica,Doutorado,1
1984,Jan,,,Engenharia Metalúrgica e de Materiais,Mestrado,1
1984,Jan,,,Engenharia Nuclear,Doutorado,1
1984,Jan,,,Engenharia Nuclear,Mestrado,4
1984,Jan,,,Engenharia Química,Doutorado,1
1984,Jan,,,Geologia,Mestrado,1
1984,Jan,,,História,Mestrado,1
1984,Jan,,,Medicina - Cirurgia Geral ,Mestrado,1
1984,Jan,,,Planejamento Urbano e Regional  (Mestrado),Mestrado,1
1984,Jan,,,Química de Produtos Naturais,Mestrado,1
1984,Jan,,,Sociologia e Antropologia,Mestrado,1
1984,Jan,,,Tecnologia de Processos Químic e Bioquímicos,Mestrado,3
1984,Jul,,,Administração,Doutorado,1
1984,Jul,,,Direito ,Doutorado,1
1984,Jul,,,Engenharia Elétrica,Mestrado,1
1984,Jul,,,Engenharia Mecânica,Mestrado,1
1984,Jul,,,Engenharia Química,Mestrado,1
1984,Jul,,,Filosofia,Mestrado,1
1984,Jul,,,Física,Doutorado,1
1984,Jul,,,Tecnologia de Processos Químic e Bioquímicos,Mestrado,1
1984,Jun,,,Economia                       ,Mestrado,1
1984,Jun,,,Educação,Mestrado,11
1984,Jun,,,Engenharia Mecânica,Doutorado,1
1984,Jun,,,Engenharia Metalúrgica e de Materiais,Doutorado,2
1984,Jun,,,Engenharia Metalúrgica e de Materiais,Mestrado,1
1984,Jun,,,Engenharia Química,Mestrado,2
1984,Jun,,,Geologia,Mestrado,2
1984,Jun,,,Odontologia (Odontopediatria),Mestrado,2
1984,Jun,,,Odontologia (Ortodontia),Mestrado,1
1984,Mai,,,Ciências (Microbiologia),Doutorado,1
1984,Mai,,,Ciências (Microbiologia),Mestrado,1
1984,Mai,,,Direito                    ,Mestrado,1
1984,Mai,,,Educação,Mestrado,3
1984,Mai,,,Engenharia Civil,Doutorado,1
1984,Mai,,,Engenharia Civil,Mestrado,1
1984,Mai,,,Engenharia de Produção,Mestrado,1
1984,Mai,,,Engenharia de Sistemas e Computação,Mestrado,2
1984,Mai,,,Engenharia Elétrica,Doutorado,1
1984,Mai,,,Fisica,Mestrado,1
1984,Mai,,,Medicina - Cirurgia Geral ,Mestrado,1
1984,Mar,,,Administração,Mestrado,2
1984,Mar,,,Engenharia Civil,Doutorado,3
1984,Mar,,,Engenharia de Produção,Mestrado,2
1984,Mar,,,Engenharia de Sistemas e Computação,Mestrado,2
1984,Mar,,,Engenharia de Transportes,Mestrado,1
1984,Mar,,,Engenharia Elétrica,Doutorado,1
1984,Mar,,,Engenharia Elétrica,Mestrado,2
1984,Mar,,,Engenharia Mecânica,Mestrado,2
1984,Mar,,,Engenharia Metalúrgica e de Materiais,Doutorado,1
1984,Mar,,,Engenharia Metalúrgica e de Materiais,Mestrado,1
1984,Mar,,,Engenharia Nuclear,Mestrado,1
1984,Mar,,,Física,Doutorado,1
1984,Mar,,,Medicina - Cirurgia Geral ,Mestrado,1
1984,Mar,,,Pediatria                        (Mestrado),Mestrado,1
1984,Nov,,,Ciências (Microbiologia),Mestrado,1
1984,Nov,,,Ciências Biológicas (Zoologia),Mestrado,1
1984,Nov,,,Direito ,Doutorado,1
1984,Nov,,,Engenharia Civil,Mestrado,1
1984,Nov,,,Engenharia de Sistemas e Computação,Mestrado,2
1984,Nov,,,Física,Doutorado,1
1984,Nov,,,Fisica,Mestrado,1
1984,Nov,,,Letras (Letras Vernáculas),Mestrado,1
1984,Nov,,,Odontologia (Periodontia),Mestrado,1
1984,Nov,,,Psicologia,Mestrado,1
1984,Nov,,,Serviço Social,Mestrado,1
1984,Out,,,Administração,Mestrado,4
1984,Out,,,Ciências Biológicas (Biofísica),Mestrado,1
1984,Out,,,Cir Traum Buc Max Facial       ,Mestrado,1
1984,Out,,,Educação,Doutorado,1
1984,Out,,,Educação,Mestrado,8
1984,Out,,,Engenharia de Produção,Doutorado,1
1984,Out,,,Engenharia de Produção,Mestrado,1
1984,Out,,,Engenharia de Sistemas e Computação,Doutorado,1
1984,Out,,,Engenharia de Sistemas e Computação,Mestrado,1
1984,Out,,,Engenharia Elétrica,Mestrado,2
1984,Out,,,Engenharia Mecânica,Doutorado,1
1984,Out,,,Engenharia Metalúrgica e de Materiais,Doutorado,2
1984,Out,,,Engenharia Nuclear,Mestrado,1
1984,Out,,,Física,Doutorado,1
1984,Out,,,Geologia,Mestrado,1
1984,Out,,,História,Mestrado,2
1984,Out,,,Medicina - Cirurgia Geral ,Mestrado,1
1984,Out,,,Medicina-Ortopedia e Traumatologia ,Mestrado,1
1984,Out,,,Odontologia ,Doutorado,2
1984,Out,,,Odontologia (Periodontia),Mestrado,1
1984,Out,,,Patologia Bucal               ,Mestrado,1
1984,Out,,,Tecnologia de Processos Químic e Bioquímicos,Mestrado,1
1984,Set,,,Administração,Mestrado,2
1984,Set,,,Ciências Biológicas (Genética),Mestrado,1
1984,Set,,,Ciências Biológicas (Zoologia),Mestrado,1
1984,Set,,,Direito ,Doutorado,1
1984,Set,,,Educação,Mestrado,1
1984,Set,,,Engenharia Civil,Mestrado,1
1984,Set,,,Engenharia de Produção,Doutorado,1
1984,Set,,,Engenharia de Produção,Mestrado,1
1984,Set,,,Engenharia Mecânica,Mestrado,1
1984,Set,,,Engenharia Metalúrgica e de Materiais,Doutorado,1
1984,Set,,,Engenharia Nuclear,Mestrado,2
1984,Set,,,Engenharia Química,Mestrado,1
1984,Set,,,Física,Doutorado,3
1984,Set,,,Fisica,Mestrado,1
1984,Set,,,Medicina-Ortopedia e Traumatologia ,Mestrado,2
1984,Set,,,Odontologia (Ortodontia),Mestrado,1
2019,2,Centro de Ciências da Saúde (CCS),Instituto de Biofísica Prof. Carlos Chagas Filho – IBCCF,Ciênc Biol: Biofísica - Enf: Toxic Ambiental,Graduação,4
2020,1,Centro de Ciências da Saúde (CCS),Instituto de Biofísica Prof. Carlos Chagas Filho – IBCCF,Ciênc Biol: Biofísica - Enf: Toxic Ambiental,Graduação,1
2007,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf Contab Financeira,Graduação,1
2008,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf Contab Financeira,Graduação,1
2009,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf Contab Financeira,Graduação,9
2009,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf Contab Financeira,Graduação,42
2010,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf Contab Financeira,Graduação,62
2010,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf Contab Financeira,Graduação,55
2011,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf Contab Financeira,Graduação,10
2011,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf Contab Financeira,Graduação,20
2012,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf Contab Financeira,Graduação,19
2012,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf Contab Financeira,Graduação,20
2013,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf Contab Financeira,Graduação,39
2013,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf Contab Financeira,Graduação,37
2014,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf Contab Financeira,Graduação,31
2014,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf Contab Financeira,Graduação,44
2015,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf Contab Financeira,Graduação,31
2015,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf Contab Financeira,Graduação,34
2016,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf Contab Financeira,Graduação,27
2016,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf Contab Financeira,Graduação,31
2017,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf Contab Financeira,Graduação,30
2017,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf Contab Financeira,Graduação,29
2018,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf Contab Financeira,Graduação,18
2018,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf Contab Financeira,Graduação,25
2019,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf Contab Financeira,Graduação,21
2019,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf Contab Financeira,Graduação,14
2011,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf: Contab Gestão Negócios,Graduação,3
2012,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf: Contab Gestão Negócios,Graduação,8
2012,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf: Contab Gestão Negócios,Graduação,8
2013,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf: Contab Gestão Negócios,Graduação,6
2013,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf: Contab Gestão Negócios,Graduação,8
2014,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf: Contab Gestão Negócios,Graduação,10
2014,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf: Contab Gestão Negócios,Graduação,8
2015,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf: Contab Gestão Negócios,Graduação,4
2015,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf: Contab Gestão Negócios,Graduação,8
2016,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf: Contab Gestão Negócios,Graduação,14
2016,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf: Contab Gestão Negócios,Graduação,12
2017,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf: Contab Gestão Negócios,Graduação,9
2017,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf: Contab Gestão Negócios,Graduação,5
2018,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf: Contab Gestão Negócios,Graduação,2
2018,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf: Contab Gestão Negócios,Graduação,5
2019,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf: Contab Gestão Negócios,Graduação,7
2019,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Ciênc Contábeis - Ênf: Contab Gestão Negócios,Graduação,3
1976,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,2
1977,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,5
1977,3,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,15
1978,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,1
1978,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,9
1979,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,2
1979,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,5
1980,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,1
1980,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,1
1982,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,11
1983,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,1
1983,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,3
1984,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,2
1984,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,2
1985,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,6
1985,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,1
1986,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,6
1986,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,1
1987,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,14
1987,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,1
1988,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,6
1988,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,6
1989,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,11
1989,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,5
1990,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,4
1990,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,1
1991,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,10
1991,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,3
1992,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,1
1992,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,3
1993,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,1
1993,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,2
1994,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,13
1994,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,3
1995,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,7
1995,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,3
1996,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,9
1996,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,3
1997,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,6
1997,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,21
1998,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,9
1998,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,5
1999,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,9
1999,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,2
2000,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,8
2000,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,5
2001,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,8
2001,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,3
2002,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,8
2002,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,15
2003,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,6
2003,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,9
2004,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,16
2004,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,3
2005,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,11
2005,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,12
2006,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,13
2006,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,8
2007,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,8
2007,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,6
2008,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,13
2008,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,5
2009,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,15
2009,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,5
2010,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,20
2010,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,4
2011,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,24
2011,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,6
2012,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,7
2012,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,8
2013,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,6
2013,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,2
2014,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,8
2014,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,5
2015,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,6
2015,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,3
2016,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,5
2016,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,4
2017,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,10
2017,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,3
2018,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,5
2018,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,3
2019,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,7
2019,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Matemática (IM),Ciências Atuariais,Graduação,7
1976,1,Centro de Ciências da Saúde (CCS),Instituto de Biologia – IB,Ciências Biológicas - Biologia Marinha,Graduação,2
1978,1,Centro de Ciências da Saúde (CCS),Instituto de Biologia – IB,Ciências Biológicas - Biologia Marinha,Graduação,4
1978,2,Centro de Ciências da Saúde (CCS),Instituto de Biologia – IB,Ciências Biológicas - Biologia Marinha,Graduação,2
1980,1,Centro de Ciências da Saúde (CCS),Instituto de Biologia – IB,Ciências Biológicas - Biologia Marinha,Graduação,2
1980,2,Centro de Ciências da Saúde (CCS),Instituto de Biologia – IB,Ciências Biológicas - Biologia Marinha,Graduação,2
1981,1,Centro de Ciências da Saúde (CCS),Instituto de Biologia – IB,Ciências Biológicas - Biologia Marinha,Graduação,2
1981,2,Centro de Ciências da Saúde (CCS),Instituto de Biologia – IB,Ciências Biológicas - Biologia Marinha,Graduação,1
1982,1,Centro de Ciências da Saúde (CCS),Instituto de Biologia – IB,Ciências Biológicas - Biologia Marinha,Graduação,1
1982,2,Centro de Ciências da Saúde (CCS),Instituto de Biologia – IB,Ciências Biológicas - Biologia Marinha,Graduação,1
1983,1,Centro de Ciências da Saúde (CCS),Instituto de Biologia – IB,Ciências Biológicas - Biologia Marinha,Graduação,1
1983,2,Centro de Ciências da Saúde (CCS),Instituto de Biologia – IB,Ciências Biológicas - Biologia Marinha,Graduação,1
1984,1,Centro de Ciências da Saúde (CCS),Instituto de Biologia – IB,Ciências Biológicas - Biologia Marinha,Graduação,4
1984,2,Centro de Ciências da Saúde (CCS),Instituto de Biologia – IB,Ciências Biológicas - Biologia Marinha,Graduação,4
1985,1,Centro de Ciências da Saúde (CCS),Instituto de Biologia – IB,Ciências Biológicas - Biologia Marinha,Graduação,2
