ano,periodoOuMes,Centro,Faculdade/ Escola,curso,nivel,QTD
2008,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed Artística - Desenho,Graduação,1
2009,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed Artística - Desenho,Graduação,9
2009,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed Artística - Desenho,Graduação,10
2010,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed Artística - Desenho,Graduação,6
2010,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed Artística - Desenho,Graduação,5
2011,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed Artística - Desenho,Graduação,6
2012,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed Artística - Desenho,Graduação,7
2012,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed Artística - Desenho,Graduação,5
2013,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed Artística - Desenho,Graduação,9
2014,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed Artística - Desenho,Graduação,6
2014,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed Artística - Desenho,Graduação,5
2015,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed Artística - Desenho,Graduação,3
2015,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed Artística - Desenho,Graduação,7
2016,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed Artística - Desenho,Graduação,3
2016,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed Artística - Desenho,Graduação,2
2017,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed Artística - Desenho,Graduação,5
2017,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed Artística - Desenho,Graduação,1
2018,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed Artística - Desenho,Graduação,1
2020,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed Artística - Desenho,Graduação,2
1988,2,Centro de Letras e Artes (CLA),Escola de Música (EM),Licenciatura em Ed Artística - Música,Graduação,1
1989,2,Centro de Letras e Artes (CLA),Escola de Música (EM),Licenciatura em Ed Artística - Música,Graduação,1
1995,1,Centro de Letras e Artes (CLA),Escola de Música (EM),Licenciatura em Ed Artística - Música,Graduação,2
1996,1,Centro de Letras e Artes (CLA),Escola de Música (EM),Licenciatura em Ed Artística - Música,Graduação,1
1997,0,Centro de Letras e Artes (CLA),Escola de Música (EM),Licenciatura em Ed Artística - Música,Graduação,1
1998,1,Centro de Letras e Artes (CLA),Escola de Música (EM),Licenciatura em Ed Artística - Música,Graduação,2
1999,1,Centro de Letras e Artes (CLA),Escola de Música (EM),Licenciatura em Ed Artística - Música,Graduação,1
2000,1,Centro de Letras e Artes (CLA),Escola de Música (EM),Licenciatura em Ed Artística - Música,Graduação,1
2000,2,Centro de Letras e Artes (CLA),Escola de Música (EM),Licenciatura em Ed Artística - Música,Graduação,2
2001,1,Centro de Letras e Artes (CLA),Escola de Música (EM),Licenciatura em Ed Artística - Música,Graduação,3
2001,2,Centro de Letras e Artes (CLA),Escola de Música (EM),Licenciatura em Ed Artística - Música,Graduação,7
2002,1,Centro de Letras e Artes (CLA),Escola de Música (EM),Licenciatura em Ed Artística - Música,Graduação,1
2002,2,Centro de Letras e Artes (CLA),Escola de Música (EM),Licenciatura em Ed Artística - Música,Graduação,2
2003,1,Centro de Letras e Artes (CLA),Escola de Música (EM),Licenciatura em Ed Artística - Música,Graduação,15
2003,2,Centro de Letras e Artes (CLA),Escola de Música (EM),Licenciatura em Ed Artística - Música,Graduação,6
2004,1,Centro de Letras e Artes (CLA),Escola de Música (EM),Licenciatura em Ed Artística - Música,Graduação,10
2004,2,Centro de Letras e Artes (CLA),Escola de Música (EM),Licenciatura em Ed Artística - Música,Graduação,3
2005,1,Centro de Letras e Artes (CLA),Escola de Música (EM),Licenciatura em Ed Artística - Música,Graduação,5
2005,2,Centro de Letras e Artes (CLA),Escola de Música (EM),Licenciatura em Ed Artística - Música,Graduação,3
2006,1,Centro de Letras e Artes (CLA),Escola de Música (EM),Licenciatura em Ed Artística - Música,Graduação,4
2006,2,Centro de Letras e Artes (CLA),Escola de Música (EM),Licenciatura em Ed Artística - Música,Graduação,1
2007,1,Centro de Letras e Artes (CLA),Escola de Música (EM),Licenciatura em Ed Artística - Música,Graduação,2
2008,1,Centro de Letras e Artes (CLA),Escola de Música (EM),Licenciatura em Ed Artística - Música,Graduação,2
2008,2,Centro de Letras e Artes (CLA),Escola de Música (EM),Licenciatura em Ed Artística - Música,Graduação,1
1982,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed. Artistica:Hab Artes Plast,Graduação,4
1983,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed. Artistica:Hab Artes Plast,Graduação,12
1983,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed. Artistica:Hab Artes Plast,Graduação,7
1984,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed. Artistica:Hab Artes Plast,Graduação,7
1984,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed. Artistica:Hab Artes Plast,Graduação,1
1985,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed. Artistica:Hab Artes Plast,Graduação,11
1985,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed. Artistica:Hab Artes Plast,Graduação,4
1986,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed. Artistica:Hab Artes Plast,Graduação,3
1986,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed. Artistica:Hab Artes Plast,Graduação,7
1987,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed. Artistica:Hab Artes Plast,Graduação,3
1987,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed. Artistica:Hab Artes Plast,Graduação,7
1988,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed. Artistica:Hab Artes Plast,Graduação,6
1988,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed. Artistica:Hab Artes Plast,Graduação,6
1989,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed. Artistica:Hab Artes Plast,Graduação,6
1989,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed. Artistica:Hab Artes Plast,Graduação,10
1990,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed. Artistica:Hab Artes Plast,Graduação,13
1990,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed. Artistica:Hab Artes Plast,Graduação,8
1991,1,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed. Artistica:Hab Artes Plast,Graduação,6
1991,2,Centro de Letras e Artes (CLA),Escola de Belas Artes (EBA),Licenciatura em Ed. Artistica:Hab Artes Plast,Graduação,3
2011,Abr,,,Alergia e Imunologia Clínica,Especialização,1
2011,Abr,,,Antropologia Social,Doutorado,1
2011,Abr,,,Artes Visuais,Doutorado,1
2011,Abr,,,Artes Visuais,Mestrado,3
2011,Abr,,,Astronomia,Mestrado,1
2011,Abr,,,Avançado em Endocrinologia Pediátrica,Especialização,2
2011,Abr,,,Bioquímica,Mestrado,2
2011,Abr,,,Biotecnologia Vegetal,Mestrado,2
2011,Abr,,,Ciência de Alimentos,Doutorado,1
2011,Abr,,,Ciência de Alimentos,Mestrado,1
2011,Abr,,,Ciência e Tecnologia de Polímeros,Doutorado,1
2011,Abr,,,Ciências (Microbiologia),Doutorado,1
2011,Abr,,,Ciências (Microbiologia),Mestrado,1
2011,Abr,,,Ciências Biológicas (Biofísica),Doutorado,5
2011,Abr,,,Ciências Biológicas (Biofísica),Mestrado,5
2011,Abr,,,Ciências Biológicas (Fisiologia),Doutorado,1
2011,Abr,,,Ciências Biológicas (Fisiologia),Mestrado,3
2011,Abr,,,Ciências do Laboratório Clínico,Especialização,2
2011,Abr,,,Ciências Morfológicas,Mestrado,2
2011,Abr,,,Clínica Médica,Mestrado,6
2011,Abr,,,Comunicação,Doutorado,1
2011,Abr,,,Comunicação,Mestrado,5
2011,Abr,,,Direito,Mestrado,1
2011,Abr,,,Ecologia,Mestrado,1
2011,Abr,,,Economia da Indústria e da Tecnologia,Doutorado,1
2011,Abr,,,Educação,Doutorado,1
2011,Abr,,,Educação,Mestrado,6
2011,Abr,,,EMBA Gestão de Marketing,Especialização,17
2011,Abr,,,EMBA Gestão Empresarial,Especialização,9
2011,Abr,,,Enfermagem,Doutorado,2
2011,Abr,,,Enfermagem,Mestrado,1
2011,Abr,,,Engenharia Ambiental,Mestrado Profissional,2
2011,Abr,,,Engenharia Civil,Doutorado,2
2011,Abr,,,Engenharia Civil,Mestrado,5
2011,Abr,,,Engenharia de Produção,Mestrado,4
2011,Abr,,,Engenharia de Segurança do Trabalho,Especialização,4
2011,Abr,,,Engenharia de Sistemas e Computação,Doutorado,1
2011,Abr,,,Engenharia de Sistemas e Computação,Mestrado,1
2011,Abr,,,Engenharia de Transportes,Doutorado,1
2011,Abr,,,Engenharia de Transportes,Mestrado,2
2011,Abr,,,Engenharia Elétrica,Doutorado,1
2011,Abr,,,Engenharia Elétrica,Mestrado,2
2011,Abr,,,Engenharia Mecânica,Doutorado,4
2011,Abr,,,Engenharia Mecânica,Mestrado,1
2011,Abr,,,Engenharia Metalúrgica e de Materiais,Mestrado,2
2011,Abr,,,Engenharia Nuclear,Doutorado,2
2011,Abr,,,Engenharia Oceânica,Mestrado,2
2011,Abr,,,Engenharia Química,Mestrado,2
2011,Abr,,,Engenharia Urbana,Mestrado Profissional,1
2011,Abr,,,Ensino de Física,Mestrado Profissional,1
2011,Abr,,,Estatística,Doutorado,1
2011,Abr,,,Filosofia,Doutorado,2
2011,Abr,,,Filosofia,Mestrado,1
2011,Abr,,,Fisica,Mestrado,1
2011,Abr,,,Geografia,Mestrado,2
2011,Abr,,,Geologia,Mestrado,1
2011,Abr,,,Geologia do Quaternário,Especialização,1
2011,Abr,,,Gestão Ambiental,Especialização,2
2011,Abr,,,Gestão e Gerenciamento de Projetos,Especialização,19
2011,Abr,,,Gestão Ind. de Imunobiológicos - Foco em CPQI,Especialização,14
2011,Abr,,,História Comparada,Mestrado,4
2011,Abr,,,História das Ciênc e das Técn e Epistemologia,Doutorado,1
2011,Abr,,,História das Ciênc e das Técn e Epistemologia,Mestrado,3
2011,Abr,,,História Social,Doutorado,1
2011,Abr,,,História Social,Mestrado,5
2011,Abr,,,Letras (Ciência da Literatura),Doutorado,1
2011,Abr,,,Letras (Ciência da Literatura),Mestrado,1
2011,Abr,,,Letras Neolatinas,Doutorado,2
2011,Abr,,,Literaturas Portuguesa e Africanas,Especialização,28
2011,Abr,,,Matemática,Doutorado,1
2011,Abr,,,MBA Executivo em Gestão Empresarial,Especialização,10
2011,Abr,,,Medicina (Anatomia Patológica),Mestrado,1
2011,Abr,,,Medicina (Cardiologia),Mestrado,1
2011,Abr,,,Medicina (Endocrinologia),Doutorado,1
2011,Abr,,,Medicina (Endocrinologia),Mestrado,3
2011,Abr,,,Medicina (Radiologia),Mestrado,1
2011,Abr,,,Medicina - Cirurgia Geral ,Doutorado,1
2011,Abr,,,Música,Mestrado,3
2011,Abr,,,Neurociências Aplicadas a Aprendizagem,Especialização,14
2011,Abr,,,Neurociências Aplicadas a Longevidade,Especialização,12
2011,Abr,,,Neurociências Aplicadas a Reabilitação,Especialização,19
2011,Abr,,,Nutrição,Mestrado,2
2011,Abr,,,Nutrição Clínica,Especialização,35
2011,Abr,,,Odontologia,Mestrado,1
2011,Abr,,,Planejamento Energético,Doutorado,1
2011,Abr,,,Planejamento Energético,Mestrado,3
2011,Abr,,,Políticas Publ Estratégias e Desenvolvimento,Mestrado,1
2011,Abr,,,Psicossociologia de Comunidades e Ecol Social,Doutorado,1
2011,Abr,,,Química,Doutorado,2
2011,Abr,,,Química,Mestrado,8
2011,Abr,,,Química Biológica,Doutorado,7
2011,Abr,,,Química Biológica,Mestrado,2
2011,Abr,,,RMultip em Saúde Coletiva,Especialização,1
2011,Abr,,,Saúde Coletiva,Doutorado,1
2011,Abr,,,Saúde Coletiva,Mestrado,2
2011,Abr,,,Seg. A aos Proj. de Expl. e Prod. Petról,Especialização,11
2011,Abr,,,Serviço Social,Doutorado,2
2011,Abr,,,Sistemas Offshore,Especialização,15
2011,Abr,,,Sociologia e Antropologia,Mestrado,2
2011,Abr,,,Tecnologia de Processos Químic e Bioquímicos,Doutorado,1
2011,Abr,,,Tecnologia de Processos Químic e Bioquímicos,Mestrado,1
2011,Abr,,,Urbanismo,Doutorado,1
2011,Ago,,,Administração,Mestrado,8
2011,Ago,,,Arquitetura,Mestrado,1
2011,Ago,,,Artes Visuais,Mestrado,6
2011,Ago,,,Assistência Integral à Saúde Materno-Infantil,Especialização,10
2011,Ago,,,Bioquímica,Mestrado,1
2011,Ago,,,Biotecnologia Vegetal,Mestrado,1
2011,Ago,,,Ciênc. Biol.- Farm. e Terap. Exp.,Doutorado,2
2011,Ago,,,Ciência de Alimentos,Mestrado,2
2011,Ago,,,Ciência e Tecnologia de Polímeros,Doutorado,1
2011,Ago,,,Ciências (Microbiologia),Doutorado,2
2011,Ago,,,Ciências (Microbiologia),Mestrado,3
2011,Ago,,,Ciências Biológicas (Biofísica),Doutorado,4
2011,Ago,,,Ciências Biológicas (Biofísica),Mestrado,2
2011,Ago,,,Ciências Biológicas (Botânica),Doutorado,1
2011,Ago,,,Ciências Biológicas (Farm e Química Medicin),Mestrado,1
2011,Ago,,,Ciências Biológicas (Fisiologia),Doutorado,1
2011,Ago,,,Ciências Biológicas (Genética),Doutorado,1
2011,Ago,,,Ciências Biológicas (Zoologia),Doutorado,1
2011,Ago,,,Ciências Contábeis,Mestrado,9
2011,Ago,,,Ciências da Performance Humana,Especialização,39
2011,Ago,,,Ciências Farmacêuticas,Mestrado,5
2011,Ago,,,Ciências Morfológicas,Doutorado,1
2011,Ago,,,Ciências Morfológicas,Mestrado,2
2011,Ago,,,Clínica Médica,Doutorado,3
2011,Ago,,,Clínica Médica,Mestrado,10
2011,Ago,,,Comunicação,Doutorado,2
2011,Ago,,,Comunicação,Mestrado,2
2011,Ago,,,Ecologia,Doutorado,1
2011,Ago,,,Ecologia,Mestrado,4
2011,Ago,,,Economia da Indústria e da Tecnologia,Mestrado,1
2011,Ago,,,Educação,Doutorado,3
2011,Ago,,,Educação,Mestrado,3
2011,Ago,,,Educação em Ciências e Saúde,Doutorado,3
2011,Ago,,,Educação FÍsica,Mestrado,2
2011,Ago,,,Elab e Anál de Proj de Invest e Geren de Risc,Especialização,11
2011,Ago,,,Enfermagem,Mestrado,1
2011,Ago,,,Enfermagem do Trabalho,Especialização,71
2011,Ago,,,Engenharia Ambiental,Mestrado Profissional,2
2011,Ago,,,Engenharia Biomédica,Mestrado,3
2011,Ago,,,Engenharia Civil,Doutorado,1
2011,Ago,,,Engenharia Civil,Mestrado,6
2011,Ago,,,Engenharia de Produção,Doutorado,1
2011,Ago,,,Engenharia de Produção,Mestrado,6
2011,Ago,,,Engenharia de Segurança do Trabalho,Especialização,14
2011,Ago,,,Engenharia de Sistemas e Computação,Doutorado,3
2011,Ago,,,Engenharia de Sistemas e Computação,Mestrado,3
2011,Ago,,,Engenharia de Transportes,Mestrado,2
2011,Ago,,,Engenharia Elétrica,Doutorado,1
2011,Ago,,,Engenharia Elétrica,Mestrado,3
2011,Ago,,,Engenharia Mecânica,Mestrado,1
2011,Ago,,,Engenharia Metalúrgica e de Materiais,Mestrado,1
2011,Ago,,,Engenharia Oceânica,Doutorado,1
2011,Ago,,,Engenharia Oceânica,Mestrado,1
2011,Ago,,,Engenharia Sanitária e Ambiental,Especialização,1
2011,Ago,,,Ensino de Ciências e Biologia,Especialização,1
2011,Ago,,,Ensino de Física,Mestrado Profissional,1
2011,Ago,,,Ensino de Matemática,Mestrado,1
2011,Ago,,,Estatística,Mestrado,1
2011,Ago,,,Filosofia,Doutorado,1
2011,Ago,,,Filosofia,Mestrado,2
2011,Ago,,,Fisica,Mestrado,3
2011,Ago,,,Geografia,Mestrado,2
2011,Ago,,,Geologia,Doutorado,1
2011,Ago,,,Geologia,Mestrado,2
2011,Ago,,,Gestão Ambiental,Especialização,4
2011,Ago,,,Gestão do Conhecimento e Intel. Empresarial,Especialização,24
2011,Ago,,,Gestão e Gerenciamento de Projetos,Especialização,8
2011,Ago,,,Gestão Internacional,Especialização,32
2011,Ago,,,História Comparada,Mestrado,1
2011,Ago,,,História Social,Doutorado,3
2011,Ago,,,História Social,Mestrado,1
2011,Ago,,,Informática,Mestrado,9
2011,Ago,,,Interdisciplinar de Lingüística Aplicada,Mestrado,5
2011,Ago,,,Letras (Ciência da Literatura),Doutorado,1
2011,Ago,,,Letras (Letras Clássicas),Mestrado,2
2011,Ago,,,Letras (Letras Vernáculas),Doutorado,3
2011,Ago,,,Letras (Letras Vernáculas),Mestrado,11
2011,Ago,,,Letras Neolatinas,Doutorado,2
2011,Ago,,,Letras Neolatinas,Mestrado,5
2011,Ago,,,Linguística,Mestrado,2
2011,Ago,,,Matemática,Mestrado,3
2011,Ago,,,Matemática Aplicada,Mestrado,4
2011,Ago,,,MBA em Finanças e Gestão de Risco,Especialização,4
2011,Ago,,,MBA em Tecnologia da Informação: Executivo,Especialização,7
2011,Ago,,,MBA Gestão e Desenvolvimento Empresarial,Especialização,25
2011,Ago,,,Medicina (Cardiologia),Doutorado,1
2011,Ago,,,Medicina (Cardiologia),Mestrado,1
2011,Ago,,,Medicina (Doenças Infecciosas e Parasitárias),Mestrado,3
2011,Ago,,,Medicina (Endocrinologia),Mestrado,1
2011,Ago,,,Medicina (Radiologia),Doutorado,1
2011,Ago,,,Medicina (Radiologia),Mestrado,2
2011,Ago,,,Medicina - Cirurgia Geral ,Doutorado,1
2011,Ago,,,Meteorologia,Mestrado,6
2011,Ago,,,Música,Mestrado,4
2011,Ago,,,Nutrição,Mestrado,1
2011,Ago,,,Odontologia,Doutorado,1
2011,Ago,,,Planejamento Energético,Doutorado,1
2011,Ago,,,Políticas de Inf. e Org. do Conhecimento,Especialização,16
2011,Ago,,,Políticas Publ Estratégias e Desenvolvimento,Doutorado,1
2011,Ago,,,Políticas Publ Estratégias e Desenvolvimento,Mestrado,2
2011,Ago,,,Políticas Públicas,Especialização,1
2011,Ago,,,Psicossociologia de Comunidades e Ecol Social,Doutorado,1
2011,Ago,,,Psicossociologia de Comunidades e Ecol Social,Mestrado,1
2011,Ago,,,Psiquiatria e Saúde Mental,Doutorado,1
2011,Ago,,,"Psiquiatria,Psicanálise e Saúde Mental",Doutorado,1
2011,Ago,,,Química,Doutorado,1
2011,Ago,,,Química,Mestrado,11
2011,Ago,,,Química Biológica,Doutorado,6
2011,Ago,,,Química Biológica,Mestrado,8
2011,Ago,,,Química de Produtos Naturais,Mestrado,2
2011,Ago,,,RMultip em Saúde Coletiva,Especialização,2
2011,Ago,,,"Sab Prát Ed Bas - Alfabet, Leitura e Escrita",Especialização,1
2011,Ago,,,Sab Prát Ed Bas - Ensino de Geografia,Especialização,1
2011,Ago,,,Sab Prát Ed Bas - Ensino de Sociologia,Especialização,1
2011,Ago,,,Serviço Social,Doutorado,2
2011,Ago,,,Serviço Social,Mestrado,3
2011,Ago,,,Sociologia e Antropologia,Mestrado,4
2011,Ago,,,Tecnologia de Processos Químic e Bioquímicos,Doutorado,3
2011,Ago,,,Tecnologia de Processos Químic e Bioquímicos,Mestrado,2
2011,Ago,,,Urbanismo,Doutorado,4
2011,Ago,,,Urbanismo,Mestrado,2
2011,Dez,,,Administração,Mestrado,1
2011,Dez,,,Análise Econômica do Setor Elétrico,Especialização,43
2011,Dez,,,Antropologia Social,Doutorado,3
2011,Dez,,,Antropologia Social,Mestrado,1
2011,Dez,,,Artes Visuais,Doutorado,2
2011,Dez,,,Atuação em Neurologia Pediátrica,Residência,2
2011,Dez,,,Auditoria Tributária,Especialização,5
2011,Dez,,,Bioquímica,Doutorado,1
2011,Dez,,,Ciência e Tecnologia de Polímeros,Doutorado,2
2011,Dez,,,Ciências Biológicas (Biofísica),Mestrado,1
2011,Dez,,,Ciências Biológicas (Farm e Química Medicin),Mestrado,1
2011,Dez,,,Ciências Biológicas (Fisiologia),Doutorado,1
2011,Dez,,,Ciências Cirúrgicas,Doutorado,1
2011,Dez,,,Ciências Cirúrgicas,Mestrado,5
2011,Dez,,,Ciências Morfológicas,Doutorado,1
2011,Dez,,,Clínica Médica,Doutorado,1
2011,Dez,,,Clínica Médica,Mestrado,10
2011,Dez,,,Dentística,Especialização,3
2011,Dez,,,Ecologia,Mestrado,1
2011,Dez,,,Economia da Indústria e da Tecnologia,Doutorado,2
2011,Dez,,,Economia da Indústria e da Tecnologia,Mestrado,12
2011,Dez,,,Economia Política Internacional,Mestrado,1
2011,Dez,,,Educação,Doutorado,1
2011,Dez,,,Educação em Ciências e Saúde,Doutorado,1
2011,Dez,,,Educação FÍsica,Mestrado,5
2011,Dez,,,Endocrinologia Pediátrica,Especialização,2
2011,Dez,,,Enfermagem,Doutorado,12
2011,Dez,,,Enfermagem,Mestrado,13
2011,Dez,,,Engenharia Ambiental,Mestrado Profissional,4
2011,Dez,,,Engenharia Biomédica,Doutorado,2
2011,Dez,,,Engenharia Civil,Doutorado,2
2011,Dez,,,Engenharia Civil,Mestrado,4
2011,Dez,,,Engenharia de Produção,Doutorado,2
2011,Dez,,,Engenharia de Produção,Mestrado,1
2011,Dez,,,Engenharia de Segurança do Trabalho,Especialização,1
2011,Dez,,,Engenharia de Sistemas e Computação,Doutorado,3
2011,Dez,,,Engenharia de Sistemas e Computação,Mestrado,2
2011,Dez,,,Engenharia de Transportes,Mestrado,1
2011,Dez,,,Engenharia Elétrica,Doutorado,2
2011,Dez,,,Engenharia Elétrica,Mestrado,2
2011,Dez,,,Engenharia Mecânica,Doutorado,1
2011,Dez,,,Engenharia Mecânica,Mestrado,1
2011,Dez,,,Engenharia Metalúrgica e de Materiais,Doutorado,2
2011,Dez,,,Engenharia Metalúrgica e de Materiais,Mestrado,8
2011,Dez,,,Engenharia Nuclear,Doutorado,2
2011,Dez,,,Engenharia Oceânica,Doutorado,2
2011,Dez,,,Engenharia Oceânica,Mestrado,2
2011,Dez,,,Engenharia Química,Doutorado,1
2011,Dez,,,Engenharia Química,Mestrado,2
2011,Dez,,,Ensino de Física,Mestrado Profissional,2
2011,Dez,,,Filosofia,Doutorado,1
2011,Dez,,,Filosofia,Mestrado,2
2011,Dez,,,Física,Doutorado,2
2011,Dez,,,Fisica,Mestrado,1
2011,Dez,,,Geografia,Mestrado,1
2011,Dez,,,Geologia,Doutorado,3
2011,Dez,,,Geologia,Mestrado,2
2011,Dez,,,História Comparada,Doutorado,2
2011,Dez,,,História Comparada,Mestrado,1
2011,Dez,,,História das Ciênc e das Técn e Epistemologia,Mestrado,1
2011,Dez,,,Informática,Mestrado,4
2011,Dez,,,Interdisciplinar de Lingüística Aplicada,Mestrado,1
2011,Dez,,,Letras (Ciência da Literatura),Doutorado,2
2011,Dez,,,Letras (Ciência da Literatura),Mestrado,2
2011,Dez,,,Letras (Letras Vernáculas),Doutorado,2
2011,Dez,,,Letras (Letras Vernáculas),Mestrado,1
2011,Dez,,,Letras Neolatinas,Doutorado,1
2011,Dez,,,Letras Neolatinas,Mestrado,3
2011,Dez,,,Lógica e Metafísica,Mestrado,2
2011,Dez,,,MBA em Engenharia de Software,Especialização,25
2011,Dez,,,MBA em Gestão Estratégica da Informação,Especialização,14
2011,Dez,,,MBA em Gestão Hospitalar,Especialização,13
2011,Dez,,,MBA Executivo em Negócios Financeiros,Especialização,303
2011,Dez,,,MBE Pós-Graduação Executiva em Meio Ambiente,Especialização,72
2011,Dez,,,MBP Pós-Graduação Executiva em Petróleo e Gás,Especialização,29
2011,Dez,,,Medicina (Anatomia Patológica),Mestrado,1
2011,Dez,,,Medicina (Cardiologia),Mestrado,1
2011,Dez,,,Medicina (Doenças Infecciosas e Parasitárias),Doutorado,1
2011,Dez,,,Medicina (Doenças Infecciosas e Parasitárias),Mestrado,3
2011,Dez,,,Medicina (Endocrinologia),Doutorado,1
2011,Dez,,,Medicina (Radiologia),Doutorado,1
2011,Dez,,,Medicina - Dermatologia,Doutorado,1
2011,Dez,,,Medicina Interna,Aperfeiçoamento,43
2011,Dez,,,Música,Mestrado,2
2011,Dez,,,Nutrição,Doutorado,1
2011,Dez,,,Nutrição,Mestrado,1
2011,Dez,,,Odontologia Legal,Especialização,6
2011,Dez,,,Odontopediatria,Especialização,9
2011,Dez,,,Pedagogia Crítica da Educação Física,Especialização,14
2011,Dez,,,Planejamento Energético,Doutorado,2
2011,Dez,,,Planejamento Energético,Mestrado,3
2011,Dez,,,Planejamento Urbano e Regional,Doutorado,2
2011,Dez,,,Planejamento Urbano e Regional,Mestrado,3
2011,Dez,,,Políticas Publ Estratégias e Desenvolvimento,Mestrado,4
2011,Dez,,,Processamento de Plásticos e Borrachas,Especialização,6
2011,Dez,,,Prótese Dentária,Especialização,4
2011,Dez,,,Psicologia,Mestrado,1
2011,Dez,,,Psicossociologia de Comunidades e Ecol Social,Doutorado,1
2011,Dez,,,Psicossociologia de Comunidades e Ecol Social,Mestrado,1
2011,Dez,,,Química,Doutorado,1
2011,Dez,,,Química,Mestrado,1
2011,Dez,,,Química Biológica,Doutorado,1
2011,Dez,,,Química Biológica,Mestrado,2
2011,Dez,,,Química de Produtos Naturais,Doutorado,2
2011,Dez,,,Química de Produtos Naturais,Mestrado,1
2011,Dez,,,RM em Pediatria,Residência,6
2011,Dez,,,"Sab Prát Ed Bas - Alfabet, Leitura e Escrita",Especialização,1
2011,Dez,,,Sab Prát Ed Bas - Ensino de Geografia,Especialização,2
2011,Dez,,,Sab Prát Ed Bas - Ensino de Língua Portuguesa,Especialização,3
2011,Dez,,,Sab Prát Ed Bas - Ensino de Sociologia,Especialização,1
2011,Dez,,,Saúde Coletiva,Mestrado,2
2011,Dez,,,Serviço Social,Doutorado,1
2011,Dez,,,Sociologia e Antropologia,Doutorado,2
2011,Dez,,,Sociologia e Antropologia,Mestrado,2
2011,Dez,,,Tecnologia de Processos Químic e Bioquímicos,Doutorado,4
2011,Dez,,,Tecnologia de Processos Químic e Bioquímicos,Mestrado,3
2011,Dez,,,Urbanismo,Doutorado,2
2011,Dez,,,Urbanismo,Mestrado,4
2011,Fev,,,Antropologia Social,Doutorado,4
2011,Fev,,,Antropologia Social,Mestrado,8
2011,Fev,,,Arquitetura,Doutorado,1
2011,Fev,,,Arquitetura,Mestrado,1
2011,Fev,,,Artes Visuais,Mestrado,1
2011,Fev,,,Assistência a Usuários de Álcool e Drogas,Especialização,3
2011,Fev,,,Astronomia,Mestrado,1
2011,Fev,,,Avançado em Gastroenterologia Pediátrica,Especialização,2
2011,Fev,,,Bioquímica,Doutorado,2
2011,Fev,,,Biotecnologia Vegetal,Doutorado,1
2011,Fev,,,Biotecnologia Vegetal,Mestrado,3
