ano,periodo,Centro,Faculdade / Escola,curso,nivel,QTD-matriculados
1995,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,350
1995,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,353
1999,1,,,Engenharia Nuclear,Doutorado,62
1999,1,,,Engenharia Nuclear,Mestrado,67
1999,1,,,Engenharia Oceânica,Doutorado,46
1999,1,,,Engenharia Oceânica,Mestrado,124
1999,1,,,Engenharia Química,Doutorado,101
1996,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,14
1999,1,,,Engenharia Química,Mestrado,65
1996,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,365
1996,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,388
1999,1,,,Estatística,Mestrado,65
1996,3,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,1
1997,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,21
1997,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,412
1997,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,444
1999,1,,,Filosofia,Doutorado,73
1997,3,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,27
1999,1,,,Filosofia,Mestrado,62
1999,1,,,Física,Doutorado,60
1998,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,38
1999,1,,,Fisica,Mestrado,8
1999,1,,,Fisico-Quimica              ,Doutorado,15
1999,1,,,Fisico-Quimica           ,Mestrado,13
1998,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,475
1998,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,483
1999,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,18
1999,1,,,Geografia,Doutorado,108
1999,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,501
1999,1,,,Geografia,Mestrado,79
1999,1,,,Geologia,Doutorado,54
1999,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,537
1999,1,,,Geologia,Mestrado,30
1999,1,,,Ginecologia            ,Doutorado,7
1999,1,,,Ginecologia                  ,Mestrado,6
2000,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,11
1999,1,,,Historia,Doutorado,44
2000,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,556
1999,1,,,História,Mestrado,63
1999,1,,,Historia da Arte,Mestrado,64
1999,1,,,Informática,Mestrado,88
1999,1,,,Interdisciplinar de Lingüística Aplicada,Mestrado,56
1999,1,,,Letras (Ciência da Literatura),Doutorado,62
1999,1,,,Letras (Ciência da Literatura),Mestrado,91
1999,1,,,Letras (Letras Clássicas),Doutorado,10
1999,1,,,Letras (Letras Clássicas),Mestrado,10
1999,1,,,Letras (Letras Vernáculas),Doutorado,58
1999,1,,,Letras (Letras Vernáculas),Mestrado,91
1999,1,,,Letras (Lingüística e Filologia),Mestrado,44
1999,1,,,Letras - Linguística e Filologia (Doutorado),Doutorado,27
1999,1,,,Letras Neolatinas,Doutorado,18
1999,1,,,Letras Neolatinas,Mestrado,32
2000,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,591
2001,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,20
2001,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,584
2001,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,598
2002,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,32
2002,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,583
2002,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,604
2003,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,32
2003,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,604
2003,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,584
2004,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,18
2004,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,569
2004,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,581
2005,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,34
2005,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,591
2005,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,593
2006,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,43
2006,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,595
2006,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,606
2007,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,27
2007,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,584
2007,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,520
2008,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,40
2008,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,450
2008,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,391
2009,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,39
2009,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,309
2009,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,241
2010,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,14
2010,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,164
2010,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,98
1999,1,,,Matemática,Doutorado,42
2011,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,5
1999,1,,,Matemática,Mestrado,25
1999,1,,,Matemática Aplicada,Mestrado,10
2011,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,45
1999,1,,,Medicina (Anatomia Patológica),Mestrado,1
1999,1,,,Medicina (Cardiologia),Doutorado,14
1999,1,,,Medicina (Cardiologia),Mestrado,26
1999,1,,,Medicina (Doenças Infecciosas e Parasitárias),Doutorado,13
1999,1,,,Medicina (Doenças Infecciosas e Parasitárias),Mestrado,17
1999,1,,,Medicina (Endocrinologia),Doutorado,12
1999,1,,,Medicina (Endocrinologia),Mestrado,19
1999,1,,,Medicina (Radiologia),Doutorado,13
1999,1,,,Medicina (Radiologia),Mestrado,15
1999,1,,,Medicina - Cirurgia Geral ,Doutorado,39
1999,1,,,Medicina - Cirurgia Geral ,Mestrado,85
1999,1,,,Medicina - Dermatologia,Doutorado,27
1999,1,,,Medicina - Dermatologia ,Mestrado,15
1999,1,,,Medicina - Gastroenterologia,Mestrado,11
1999,1,,,Medicina-Ortopedia e Traumatologia ,Doutorado,8
1999,1,,,Medicina-Ortopedia e Traumatologia ,Mestrado,13
2011,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,29
2012,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,6
1999,1,,,Música,Mestrado,33
2012,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,20
2012,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,16
2013,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,5
2013,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,13
2013,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,10
2014,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,3
2014,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,7
2014,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,3
2015,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,5
2015,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,3
2016,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,3
2016,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,2
2017,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,2
2017,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,1
2018,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,1
2018,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico,Graduação,1
1970,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,1
1971,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,3
1971,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,25
1971,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,25
1972,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,29
1999,1,,,Nefrologia         ,Mestrado,10
1999,1,,,Neurologia                       (Mestrado),Mestrado,7
1972,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,29
1999,1,,,Nutrição,Mestrado,26
1999,1,,,Odontologia ,Doutorado,47
1973,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,3
1999,1,,,Odontologia,Mestrado,2
1999,1,,,Odontologia (Odontopediatria),Mestrado,8
1999,1,,,Odontologia (Ortodontia),Mestrado,24
1999,1,,,Odontologia (Periodontia),Mestrado,9
1999,1,,,Oftalmologia                 ,Doutorado,8
1999,1,,,Oftalmologia,Mestrado,23
1999,1,,,Otorrinolaringologia         ,Mestrado,25
1973,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,38
1973,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,38
1973,3,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,11
1974,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,12
1974,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,63
1974,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,60
1974,3,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,4
1999,1,,,Pediatria                        (Doutorado),Doutorado,2
1999,1,,,Pediatria                        (Mestrado),Mestrado,1
1975,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,6
1999,1,,,Planejamento Energético,Doutorado,42
1999,1,,,Planejamento Energético,Mestrado,130
1999,1,,,Planejamento Urbano e Regional,Doutorado,42
1999,1,,,Planejamento Urbano e Regional,Mestrado,62
1999,1,,,Psicologia,Doutorado,29
1999,1,,,Psicologia,Mestrado,57
1999,1,,,Psicossociologia de Comunidades e Ecol Social,Doutorado,9
1999,1,,,Psicossociologia de Comunidades e Ecol Social,Mestrado,32
1999,1,,,"Psiquiatria,Psicanálise e Saúde Mental",Doutorado,32
1999,1,,,"Psiquiatria,Psicanálise e Saúde Mental",Mestrado,35
1975,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,38
1999,1,,,Química Biológica,Doutorado,69
1999,1,,,Química Biológica,Mestrado,43
1999,1,,,Química de Produtos Naturais,Doutorado,35
1999,1,,,Química de Produtos Naturais,Mestrado,12
1975,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,41
1999,1,,,Química Inorgânica ,Doutorado,12
1999,1,,,QuÍmica Inorgânica             ,Mestrado,19
1999,1,,,Química Orgânica ,Doutorado,26
1999,1,,,Química Orgânica    ,Mestrado,16
1999,1,,,Saúde Coletiva,Mestrado,11
1999,1,,,Serviço Social,Doutorado,61
1975,3,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,4
1999,1,,,Serviço Social,Mestrado,38
1999,1,,,Sociologia e Antropologia,Doutorado,42
1999,1,,,Sociologia e Antropologia,Mestrado,44
1999,1,,,Tecnologia de Processos Químic e Bioquímicos,Doutorado,55
1999,1,,,Tecnologia de Processos Químic e Bioquímicos,Mestrado,71
1999,1,,,Tecnologia Educacional nas Ciências da Saúde,Mestrado,45
1999,1,,,Teoria Psicanalítica,Doutorado,27
1999,1,,,Teoria Psicanalítica,Mestrado,34
1999,1,,,Tisiologia e Pneumologia,Mestrado,4
1999,1,,,Urbanismo,Mestrado,37
1976,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,7
1999,2,,,Administração,Doutorado,13
1976,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,60
1999,2,,,Administração,Mestrado,129
1999,2,,,Anatomia Patologica,Doutorado,4
1999,2,,,Antropologia Social,Doutorado,52
1999,2,,,Antropologia Social,Mestrado,27
1999,2,,,Arquitetura,Mestrado,47
1976,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,63
1976,3,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,1
1977,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,3
1977,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,71
1999,2,,,Artes Visuais,Mestrado,2
1977,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,77
1978,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,6
1978,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,86
1978,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,90
1978,3,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,20
1979,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,7
1979,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,99
1979,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,103
1979,3,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,15
1980,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,11
1980,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,104
1980,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,122
1980,3,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,4
1981,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,13
1981,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,128
1981,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,144
1999,2,,,Bioquímica,Doutorado,23
1999,2,,,Bioquímica,Mestrado,18
1999,2,,,Biotecnologia Vegetal,Doutorado,21
1999,2,,,Biotecnologia Vegetal,Mestrado,12
1999,2,,,Ciênc. Biol.- Farm. e Terap. Exp. ,Mestrado,14
1999,2,,,Ciencia da Informacao  ,Mestrado,37
1999,2,,,Ciência da Informação,Doutorado,38
1999,2,,,Ciência de Alimentos,Doutorado,6
1999,2,,,Ciência e Tecnologia de Polímeros,Doutorado,36
1999,2,,,Ciência e Tecnologia de Polímeros,Mestrado,18
1999,2,,,Ciências (Microbiologia),Doutorado,86
1999,2,,,Ciências (Microbiologia),Mestrado,43
1981,3,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,19
1982,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,13
1999,2,,,Ciências Biológicas (Biofísica),Doutorado,70
1999,2,,,Ciências Biológicas (Biofísica),Mestrado,61
1999,2,,,Ciências Biológicas (Botânica),Doutorado,22
1999,2,,,Ciências Biológicas (Botânica),Mestrado,30
1999,2,,,Ciências Biológicas (Fisiologia),Doutorado,9
1999,2,,,Ciências Biológicas (Fisiologia),Mestrado,18
1999,2,,,Ciências Biológicas (Genética),Doutorado,39
1999,2,,,Ciências Biológicas (Genética),Mestrado,27
1999,2,,,Ciências Biológicas (Zoologia),Doutorado,29
1999,2,,,Ciências Biológicas (Zoologia),Mestrado,59
1982,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,150
1982,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,163
1982,3,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,26
1983,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,4
1983,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,173
1983,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,179
1983,3,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,1
1999,2,,,Ciências Contábeis,Mestrado,40
1984,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,7
1999,2,,,Ciências Farmacêuticas,Mestrado,21
1999,2,,,Ciências Morfológicas,Doutorado,26
1999,2,,,Ciências Morfológicas,Mestrado,23
1984,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,197
1999,2,,,Clínica Médica,Doutorado,30
1999,2,,,Clínica Médica,Mestrado,39
1984,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,206
1985,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,13
1999,2,,,Comunicação,Doutorado,71
1999,2,,,Comunicação,Mestrado,70
1985,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,235
1985,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,236
1985,3,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,29
1986,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,16
1986,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,238
1986,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,242
1986,3,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,8
1987,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,20
1987,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,246
1987,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,242
1988,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,19
1999,2,,,Direito                    ,Mestrado,8
1999,2,,,Ecologia,Doutorado,12
1999,2,,,Ecologia,Mestrado,15
1999,2,,,Economia da Indústria e da Tecnologia,Doutorado,44
1999,2,,,Economia da Indústria e da Tecnologia,Mestrado,42
1999,2,,,Educação,Doutorado,23
1999,2,,,Educação,Mestrado,33
1988,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,246
1999,2,,,Educacao Fisica                  (Mestrado),Mestrado,2
1999,2,,,Enfermagem,Doutorado,59
1999,2,,,Enfermagem,Mestrado,60
1988,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,243
1988,3,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,1
1989,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,13
1989,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,264
1989,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,248
1989,3,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,9
1999,2,,,Engenharia Biomédica,Doutorado,32
1999,2,,,Engenharia Biomédica,Mestrado,49
1999,2,,,Engenharia Civil,Doutorado,172
1990,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,27
1999,2,,,Engenharia Civil,Mestrado,210
1990,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,263
1999,2,,,Engenharia de Produção,Doutorado,368
1990,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,254
1999,2,,,Engenharia de Produção,Mestrado,354
1999,2,,,Engenharia de Sistemas e Computação,Doutorado,147
1999,2,,,Engenharia de Sistemas e Computação,Mestrado,156
1999,2,,,Engenharia de Transportes,Doutorado,29
1999,2,,,Engenharia de Transportes,Mestrado,101
1999,2,,,Engenharia Elétrica,Doutorado,78
1991,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,7
1999,2,,,Engenharia Elétrica,Mestrado,132
1991,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,248
1991,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,253
1992,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,7
1999,2,,,Engenharia Mecânica,Doutorado,61
1992,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,266
1999,2,,,Engenharia Mecânica,Mestrado,90
1992,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,265
1999,2,,,Engenharia Metalúrgica e de Materiais,Doutorado,97
1999,2,,,Engenharia Metalúrgica e de Materiais,Mestrado,91
1993,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,3
1993,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,275
1999,2,,,Engenharia Nuclear,Doutorado,59
1999,2,,,Engenharia Nuclear,Mestrado,46
1999,2,,,Engenharia Oceânica,Doutorado,46
1999,2,,,Engenharia Oceânica,Mestrado,100
1999,2,,,Engenharia Química,Doutorado,92
1993,2,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,274
1999,2,,,Engenharia Química,Mestrado,38
1993,3,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,8
1994,0,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,4
1999,2,,,Estatística,Mestrado,53
1994,1,Centro de Ciências da Saúde (CCS),Faculdade de Farmácia – FF,Farmácia - Farmacêutico Industrial,Graduação,283
